node_id,peso_total_kg,volumen_total_m3,n_pedidos,lat,lon,direccion_normalizada
126,843.441,6.462946,6,-33.5106675,-70.5789939,AV. DEPARTAMENTAL 5011
127,393.84,3.018388,4,-33.5106817,-70.5787664,AV. DEPARTAMENTAL 5058
128,6.73,0.009982,1,-33.5108596,-70.5755693,AV. DEPARTAMENTAL 5606
129,311.709,1.697056,2,-33.5108821,-70.5751557,AV. DEPARTAMENTAL 5645
130,47.566,0.282666,1,-33.5109128,-70.5745936,AV. DEPARTAMENTAL 5698
131,365.368,2.844525,2,-33.5109499,-70.5739148,AV. DEPARTAMENTAL 5762
132,542.55,4.4164840000000005,2,-33.5109945,-70.5730982,AV. DEPARTAMENTAL 5839
133,332.24600000000004,1.948072,1,-33.5110918,-70.5713165,AV. DEPARTAMENTAL 6007
134,593.099,4.772092000000001,2,-33.511167,-70.5699378,AV. DEPARTAMENTAL 6137
135,96.728,0.908086,1,-33.5113823,-70.5659925,AV. DEPARTAMENTAL 6509
136,162.64,1.166384,2,-33.5115714,-70.5625245,AV. DEPARTAMENTAL 6836
137,457.813,3.615828,3,-33.511587,-70.5622381,AV. DEPARTAMENTAL 6863
138,183.53300000000002,1.2419859999999998,2,-33.5116378,-70.5613048,AV. DEPARTAMENTAL 6951
139,58.255,0.376476,1,-33.5116523,-70.5610397,AV. DEPARTAMENTAL 6976
140,69.733,0.4360779999999999,1,-33.511899,-70.5565111,AV. DEPARTAMENTAL 7403
141,1051.79,6.376822,4,-33.5120122,-70.5544324,AV. DEPARTAMENTAL 7599
142,56.047,0.301489,1,-33.5120919,-70.5529688,AV. DEPARTAMENTAL 7737
143,690.81,4.8560099999999995,5,-33.5052577,-70.6470646,AV. DEPARTAMENTAL 820
144,635.165,4.868971999999999,2,-33.49342680302045,-70.67774623290455,AV. DEPARTAMENTAL 8230
145,55.467,0.153943,1,-33.49342680302045,-70.67774623290455,AV. DEPARTAMENTAL 8393
146,123.177,0.747981,1,-33.49342680302045,-70.67774623290455,AV. DEPARTAMENTAL 8493
147,339.756,2.453346,1,-33.49342680302045,-70.67774623290455,AV. DEPARTAMENTAL 8496
148,613.134,4.306211,3,-33.49342680302045,-70.67774623290455,AV. DEPARTAMENTAL 8533
149,133.37,1.00146,2,-33.50810915333333,-70.61755336666667,AV. DEPARTAMENTAL 88
150,130.073,0.5349349999999999,1,-33.49342680302045,-70.67774623290455,AV. DEPARTAMENTAL 8859
151,23.533,0.193842,1,-33.49342680302045,-70.67774623290455,AV. DEPARTAMENTAL 8960
152,642.8720000000001,4.082393,3,-33.49342680302045,-70.67774623290455,AV. DEPARTAMENTAL 9211
153,636.462,5.094075999999999,2,-33.49342680302045,-70.67774623290455,AV. DEPARTAMENTAL 9238
154,72.421,0.529127,1,-33.49342680302045,-70.67774623290455,AV. DEPARTAMENTAL 9365
155,220.992,1.572176,1,-33.49342680302045,-70.67774623290455,AV. DEPARTAMENTAL 9744
156,198.517,1.529702,1,-33.49342680302045,-70.67774623290455,AV. DEPARTAMENTAL 9831
157,287.29400000000004,1.6195,3,-33.46156528,-70.61989836166666,AV. GRECIA 1105
158,812.355,5.326379,3,-33.4612224,-70.6204034,AV. GRECIA 1144
159,615.847,4.0782430000000005,4,-33.4616585,-70.6184683,AV. GRECIA 1341
160,84.44500000000001,0.395685,1,-33.4614006,-70.6162249,AV. GRECIA 1540
161,231.874,1.558506,1,-33.461626175510204,-70.61294825918367,AV. GRECIA 1804
162,470.271,3.006026,2,-33.46190583999999,-70.60869214,AV. GRECIA 2176
163,53.307,0.321109,1,-33.46477151212121,-70.5987870979798,AV. GRECIA 3165
164,386.813,2.3298120000000004,3,-33.46495569496855,-70.591252336478,AV. GRECIA 3746
165,315.13,2.406251,1,-33.464975537735846,-70.5910947264151,AV. GRECIA 3846
166,96.159,0.6185200000000001,2,-33.4651442,-70.5902593,AV. GRECIA 3963
167,304.121,1.802451,1,-33.46671,-70.58292,AV. GRECIA 4727
168,118.954,0.711648,2,-33.4677843,-70.5806312,AV. GRECIA 4822
169,587.3050000000001,3.450823,3,-33.4685194,-70.5785103,AV. GRECIA 4946
170,316.946,1.9662549999999999,2,-33.46821033574976,-70.57937655427114,AV. GRECIA 5268
171,189.724,1.467495,1,-33.46821033574976,-70.57937655427114,AV. GRECIA 5358
172,118.16300000000001,0.982897,2,-33.46821033574976,-70.57937655427114,AV. GRECIA 5499
173,748.4259999999999,5.511737,3,-33.46821033574976,-70.57937655427114,AV. GRECIA 5637
174,191.875,1.24748,2,-33.469675,-70.574575,AV. GRECIA 5903
175,24.21,0.098246,1,-33.469837659375,-70.57190571875,AV. GRECIA 6060
176,707.9970000000001,4.143026,5,-33.4701915,-70.5719356,AV. GRECIA 6127
177,263.38100000000003,2.697588,1,-33.4705796875,-70.570317721875,AV. GRECIA 6249
178,242.404,1.485118,1,-33.4712461,-70.5655289,AV. GRECIA 6574
179,27.844,0.162211,1,-33.4712627,-70.5654448,AV. GRECIA 6581
180,27.663,0.091497,1,-33.4715385,-70.5640517,AV. GRECIA 6697
181,135.09300000000002,0.866312,3,-33.4717461,-70.5639986,AV. GRECIA 6734
182,463.057,3.631495,2,-33.4718998,-70.5622122,AV. GRECIA 6845
183,573.821,3.652122,4,-33.4728971,-70.5570687,AV. GRECIA 7261
184,167.607,0.955167,2,-33.4734882,-70.5555165,AV. GRECIA 7352
185,26.013,0.118449,1,-33.474037529268294,-70.55364254634146,AV. GRECIA 7439
186,238.265,1.604032,1,-33.4737558,-70.5531277,AV. GRECIA 7514
187,488.323,3.858722,1,-33.474217767999995,-70.55036291280001,AV. GRECIA 7712
188,441.19,2.752385,2,-33.4748099,-70.5492256,AV. GRECIA 7837
189,453.583,4.332485,1,-33.4744394,-70.54923394583334,AV. GRECIA 7990
190,252.425,1.6847940000000001,2,-33.475093936842114,-70.54591351578948,AV. GRECIA 8308
191,765.068,4.872461,4,-33.47531328717949,-70.54481643205129,AV. GRECIA 8422
192,362.147,2.8007560000000002,3,-33.475882,-70.5438723,AV. GRECIA 8481
193,28.843,0.158092,1,-33.4757302,-70.5430834,AV. GRECIA 8650
194,491.204,3.6706399999999997,2,-33.46049613448276,-70.6220507,AV. GRECIA 943
195,228.831,1.378065,1,-33.46821033574976,-70.57937655427114,AV. GRECIA 9490
196,144.371,0.74515,1,-33.46821033574976,-70.57937655427114,AV. GRECIA 9683
197,205.893,1.627677,2,-33.46078087931034,-70.6217829,AV. GRECIA 969
198,320.238,1.9087969999999999,2,-33.411545295918366,-70.65735260000001,AV. INDEPENDENCIA 1274
199,90.189,0.517563,1,-33.408382,-70.660291,AV. INDEPENDENCIA 1993
200,958.158,6.238341999999999,4,-33.4076246,-70.6608615,AV. INDEPENDENCIA 2139
201,286.10699999999997,2.118563,2,-33.4064031,-70.6612946,AV. INDEPENDENCIA 2203
202,478.91499999999996,2.3963840000000003,4,-33.430113,-70.653323,AV. INDEPENDENCIA 24
203,561.175,4.417756,3,-33.403366322222226,-70.66393422777777,AV. INDEPENDENCIA 2414
204,111.76,0.9809840000000001,2,-33.40334164074074,-70.66395637592592,AV. INDEPENDENCIA 2430
205,773.0440000000001,6.783901,2,-33.4034283027027,-70.6635203054054,AV. INDEPENDENCIA 2471
206,302.00800000000004,2.03786,2,-33.42856321702128,-70.65368501914894,AV. INDEPENDENCIA 275
207,169.519,0.86117,1,-33.428542485106384,-70.65369129574468,AV. INDEPENDENCIA 277
208,254.589,1.506591,2,-33.40040403255814,-70.66687760930232,AV. INDEPENDENCIA 2872
209,183.728,1.499733,1,-33.399487,-70.6675847,AV. INDEPENDENCIA 3044
210,442.992,2.655011,3,-33.39590682857143,-70.67180119795918,AV. INDEPENDENCIA 3560
211,185.258,1.153564,1,-33.394726799999994,-70.67248972653061,AV. INDEPENDENCIA 3693
212,154.309,0.9252819999999999,2,-33.39192832173913,-70.67423462608696,AV. INDEPENDENCIA 3951
213,101.445,0.4917559999999999,1,-33.4266202,-70.65417951818182,AV. INDEPENDENCIA 398
214,367.69100000000003,2.809999,2,-33.387420992857145,-70.67803106428572,AV. INDEPENDENCIA 4412
215,269.791,1.4230420000000001,3,-33.38621719285714,-70.67873796428572,AV. INDEPENDENCIA 4637
216,83.781,0.654146,1,-33.384867033333336,-70.67986276666667,AV. INDEPENDENCIA 4789
217,37.419,0.222291,1,-33.385127250000004,-70.68005207307692,AV. INDEPENDENCIA 4810
218,260.809,1.808931,1,-33.42550395,-70.6545038125,AV. INDEPENDENCIA 492
219,247.088,2.146376,1,-33.382323505555554,-70.68197313611111,AV. INDEPENDENCIA 5061
220,113.67,0.481893,1,-33.37787285555556,-70.68398367333333,AV. INDEPENDENCIA 5446
221,44.385000000000005,0.170142,1,-33.3713983516129,-70.68744,AV. INDEPENDENCIA 5913
222,255.73499999999999,1.6444329999999998,2,-33.370454300000006,-70.68843104999999,AV. INDEPENDENCIA 5956
223,101.66699999999999,0.73995,2,-33.4241184,-70.6551912,AV. INDEPENDENCIA 606
224,788.3520000000001,5.326002000000001,4,-33.430113,-70.653323,AV. INDEPENDENCIA 6313
225,371.044,3.190625,2,-33.430113,-70.653323,AV. INDEPENDENCIA 6485
226,8.004999999999999,0.0487999999999999,1,-33.430113,-70.653323,AV. INDEPENDENCIA 6663
227,113.301,0.97512,1,-33.430113,-70.653323,AV. INDEPENDENCIA 6700
228,325.39099999999996,1.782329,2,-33.430113,-70.653323,AV. INDEPENDENCIA 6848
229,40.344,0.268006,1,-33.430113,-70.653323,AV. INDEPENDENCIA 7117
230,23.773,0.107287,1,-33.430113,-70.653323,AV. INDEPENDENCIA 7555
231,268.302,1.322711,1,-33.430113,-70.653323,AV. INDEPENDENCIA 7595
232,10.183,0.026449,1,-33.430113,-70.653323,AV. INDEPENDENCIA 7786
233,159.316,1.01374,1,-33.430113,-70.653323,AV. INDEPENDENCIA 8025
234,70.457,0.580724,1,-33.430113,-70.653323,AV. INDEPENDENCIA 8062
235,334.592,2.5712450000000002,2,-33.430113,-70.653323,AV. INDEPENDENCIA 8147
236,303.915,1.901253,3,-33.4218466,-70.6554525,AV. INDEPENDENCIA 822
237,291.047,2.077302,1,-33.430113,-70.653323,AV. INDEPENDENCIA 8328
238,440.892,3.306061,3,-33.430113,-70.653323,AV. INDEPENDENCIA 8409
239,284.037,2.236288,1,-33.430113,-70.653323,AV. INDEPENDENCIA 8549
240,15.006,0.041899,1,-33.430113,-70.653323,AV. INDEPENDENCIA 8658
241,17.818,0.0487579999999999,1,-33.430113,-70.653323,AV. INDEPENDENCIA 8803
242,266.281,1.833815,2,-33.430113,-70.653323,AV. INDEPENDENCIA 8882
243,629.798,2.963476,3,-33.430113,-70.653323,AV. INDEPENDENCIA 8901
244,501.206,2.750144,3,-33.430113,-70.653323,AV. INDEPENDENCIA 8976
245,183.56099999999998,0.911103,2,-33.430113,-70.653323,AV. INDEPENDENCIA 9028
246,22.951,0.061043,1,-33.430113,-70.653323,AV. INDEPENDENCIA 9113
247,281.185,1.873978,3,-33.420777,-70.6556571,AV. INDEPENDENCIA 912
248,122.299,0.872761,2,-33.430113,-70.653323,AV. INDEPENDENCIA 9222
249,299.999,2.164026,3,-33.430113,-70.653323,AV. INDEPENDENCIA 9295
250,401.71000000000004,2.49591,2,-33.430113,-70.653323,AV. INDEPENDENCIA 9382
251,17.6,0.068538,1,-33.420043,-70.6560307,AV. INDEPENDENCIA 952
252,219.413,1.407324,2,-33.430113,-70.653323,AV. INDEPENDENCIA 9638
253,403.76,2.7654250000000005,3,-33.45314788974359,-70.61789717948717,AV. IRARRÁZAVAL 1289
254,161.686,1.423861,2,-33.45287084,-70.61631799999999,AV. IRARRÁZAVAL 1390
255,352.826,2.460845,3,-33.45338567692308,-70.61306178461538,AV. IRARRÁZAVAL 1701
256,99.584,0.384981,1,-33.45343436703296,-70.61258929230769,AV. IRARRÁZAVAL 1789
257,170.003,1.148952,2,-33.4533598,-70.6124658,AV. IRARRÁZAVAL 1804
258,367.13,2.425405,2,-33.453654,-70.6098817,AV. IRARRÁZAVAL 2033
259,236.605,1.1738879999999998,2,-33.45231968888889,-70.62860224444444,AV. IRARRÁZAVAL 228
260,572.819,4.406284,2,-33.453874464485985,-70.6061651,AV. IRARRÁZAVAL 2396
261,164.584,0.941401,3,-33.4541868,-70.6041639,AV. IRARRÁZAVAL 2601
262,286.233,1.9483929999999998,3,-33.4544603,-70.6023163,AV. IRARRÁZAVAL 2767
263,105.456,0.428062,1,-33.4543753,-70.6023646,AV. IRARRÁZAVAL 2771
264,30.422,0.2014569999999999,1,-33.45456760212765,-70.60216026808511,AV. IRARRÁZAVAL 2781
265,894.774,6.955323,2,-33.4544936,-70.6020063,AV. IRARRÁZAVAL 2790
266,740.251,5.073691999999999,2,-33.454711001639346,-70.60046772786886,AV. IRARRÁZAVAL 2943
267,596.429,4.2412730000000005,5,-33.4545782,-70.6003212,AV. IRARRÁZAVAL 2958
268,142.523,0.844013,1,-33.4546372,-70.5998304,AV. IRARRÁZAVAL 3003
269,111.642,0.8660370000000001,2,-33.454644,-70.5997796,AV. IRARRÁZAVAL 3007
270,650.838,4.133889,4,-33.4548877,-70.5977602,AV. IRARRÁZAVAL 3179
271,51.619,0.2468469999999999,1,-33.4549972,-70.5967869,AV. IRARRÁZAVAL 3280
272,250.56,1.512529,2,-33.45517297073171,-70.59676312682927,AV. IRARRÁZAVAL 3307
273,120.025,0.6796549999999999,2,-33.4553848,-70.5951816,AV. IRARRÁZAVAL 3425
274,212.60500000000002,1.048171,2,-33.455326600887815,-70.59455522134033,AV. IRARRÁZAVAL 3489
275,143.477,0.994427,2,-33.4552408,-70.593357,AV. IRARRÁZAVAL 3578
276,224.274,0.9154559999999999,2,-33.4554080632653,-70.59245922040816,AV. IRARRÁZAVAL 3657
277,506.197,3.4121759999999997,2,-33.4553647,-70.5906889,AV. IRARRÁZAVAL 3764
278,383.11400000000003,2.254533,2,-33.4554805,-70.5901956,AV. IRARRÁZAVAL 3792
279,461.769,4.408629,1,-33.45216729047619,-70.62648127142857,AV. IRARRÁZAVAL 412
280,730.9929999999999,6.011983,3,-33.4554331,-70.5861993,AV. IRARRÁZAVAL 4204
281,125.983,0.6788339999999999,1,-33.45524307837838,-70.58415586756757,AV. IRARRÁZAVAL 4347
282,110.119,0.7956840000000001,1,-33.45463746595745,-70.58241309148936,AV. IRARRÁZAVAL 4486
283,149.453,1.078033,1,-33.45461557234043,-70.5821573680851,AV. IRARRÁZAVAL 4556
284,66.836,0.4389039999999999,2,-33.4545565,-70.5808446,AV. IRARRÁZAVAL 4764
285,337.955,1.802578,3,-33.4545857,-70.5801604,AV. IRARRÁZAVAL 4826
286,225.703,1.428215,2,-33.4543351,-70.5767106,AV. IRARRÁZAVAL 5103
287,42.909,0.160747,1,-33.454334,-70.5766955,AV. IRARRÁZAVAL 5105
288,319.027,2.3869569999999998,2,-33.4543103,-70.5763781,AV. IRARRÁZAVAL 5147
289,3.926,0.00362,1,-33.4522702,-70.6253385,AV. IRARRÁZAVAL 515
290,72.203,0.333819,2,-33.4539782,-70.5757001,AV. IRARRÁZAVAL 5222
291,372.057,2.599576,1,-33.45211752135792,-70.62996532946244,AV. IRARRÁZAVAL 5965
292,134.768,0.8383889999999999,1,-33.4528313,-70.6240474,AV. IRARRÁZAVAL 603
293,140.47,0.476325,1,-33.45311157984496,-70.62390341550388,AV. IRARRÁZAVAL 610
294,95.167,0.678964,1,-33.45211752135792,-70.62996532946244,AV. IRARRÁZAVAL 6181
295,643.429,4.967263,2,-33.4529316,-70.6240741,AV. IRARRÁZAVAL 625
296,147.731,0.9301630000000001,2,-33.45318911472868,-70.62371892713178,AV. IRARRÁZAVAL 640
297,508.03999999999996,3.8263599999999998,2,-33.45211752135792,-70.62996532946244,AV. IRARRÁZAVAL 6780
298,91.747,0.5486709999999999,2,-33.45211752135792,-70.62996532946244,AV. IRARRÁZAVAL 7154
299,565.3820000000001,4.325568,2,-33.45211752135792,-70.62996532946244,AV. IRARRÁZAVAL 7187
