Fecha de despacho Solicitada,node_id,n_pedidos,monto_total_nodo_dia,volumen_total_nodo_dia_m3,peso_total_nodo_dia_kg,lat_final,lon_final,direccion_normalizada,node_id_deposito,lat_deposito,lon_deposito,fecha,uso_capacidad_vol_pct,uso_capacidad_peso_pct,excede_volumen_camion,excede_peso_camion,dist_deposito_km,angulo_rad,angulo_grados,sector_angular,carga_relativa_max,cluster_id_global,cluster_id_dia,vol_acum_cluster,peso_acum_cluster,nodos_acum_cluster,ventana,score_exigencia
2026-12-02,124,1,74718,3.098963,400.866,-33.5103234,-70.5845273,Av. Departamental 4795,0,-33.42748443128771,-70.68728138816309,2026-12-02,0.0688658444444444,0.0534488,False,False,13.25484308242126,-0.6785018899823553,321.12470531236136,7,0.0688658444444444,1,1,12.044993,1771.025,13,AM,14.217727218246337
2026-12-02,419,1,42545,1.183075,129.178,-33.519235429031845,-70.58115079491817,Av. La Florida 777,0,-33.42748443128771,-70.68728138816309,2026-12-02,0.0262905555555555,0.0172237333333333,False,False,14.17700515083564,-0.7128579922794855,319.1562456502161,7,0.0262905555555555,1,1,13.228068,1900.203,14,AM,14.217727218246337
2026-12-03,1408,1,113704,0.195999,24.471,-33.4178406,-70.6052487,Avenida Vitacura 713,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0043555333333333,0.0032628,False,False,7.688328051881552,0.1170236966484942,6.704963920977946,0,0.0043555333333333,2,1,0.195999,24.471,1,AM,16.39199948452038
2026-12-03,1240,1,180277,0.230482,31.394,-33.4055216,-70.5917304,Avenida Kennedy 3695,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0051218222222222,0.0041858666666666,False,False,9.198506962834768,0.2259302602327669,12.944850375629926,0,0.0051218222222222,2,1,0.426481,55.865,2,AM,16.39199948452038
2026-12-03,69,1,183858,0.4828319999999999,56.571,-33.4146429,-70.5862581,Av. Apoquindo 4280,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0107295999999999,0.0075428,False,False,9.483913667061763,0.126436482645412,7.244276832061189,0,0.0107295999999999,2,1,0.9093129999999998,112.436,3,AM,16.39199948452038
2026-12-03,99,1,208315,0.074669,16.676000000000002,-33.41052665057889,-70.57323806478458,Av. Apoquindo 8832,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0016593111111111,0.0022234666666666,False,False,10.751071530227652,0.1476143531655994,8.457679431942438,0,0.0022234666666666,2,1,0.9839819999999998,129.112,4,AM,16.39199948452038
2026-12-03,75,1,58647,0.16881,34.907,-33.4096712,-70.5703756,Av. Apoquindo 5706,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0037513333333333,0.0046542666666666,False,False,11.029456579416571,0.1512094636801261,8.663664091307965,0,0.0046542666666666,2,1,1.1527919999999998,164.019,5,AM,16.39199948452038
2026-12-03,351,1,158204,0.866797,120.397,-33.3964731,-70.5674161,Av. Kennedy 6395,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0192621555555555,0.0160529333333333,False,False,11.647794917855858,0.2531670448625547,14.50540318242355,0,0.0192621555555555,2,1,2.019589,284.416,6,AM,16.39199948452038
2026-12-03,88,1,71728,0.031416,10.192,-33.4079671,-70.5555604,Av. Apoquindo 7097,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0006981333333333,0.0013589333333333,False,False,12.41641004298434,0.1471014648350192,8.4282930952387,0,0.0013589333333333,2,1,2.051005,294.608,7,AM,16.39199948452038
2026-12-03,359,1,187109,2.218962,256.803,-33.3938224,-70.5593847,Av. Kennedy 7331,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0493102666666666,0.0342404,False,False,12.447416864781822,0.2573603358083153,14.745661055886046,0,0.0493102666666666,2,1,4.269966999999999,551.4110000000001,8,AM,16.39199948452038
2026-12-03,440,1,73082,1.450181,222.207,-33.393217,-70.544274,Av. Las Condes 180,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0322262444444444,0.0296276,False,False,13.80998432855826,0.2351856518552615,13.475145253339631,0,0.0322262444444444,2,1,5.720147999999999,773.618,9,AM,16.39199948452038
2026-12-03,466,1,260585,2.018805,255.632,-33.38904613999576,-70.54005416426546,Av. Las Condes 599,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0448623333333333,0.0340842666666666,False,False,14.318723105197344,0.2553807276129263,14.632237861200736,0,0.0448623333333333,2,1,7.738952999999999,1029.25,10,AM,16.39199948452038
2026-12-03,215,1,200870,0.848647,167.541,-33.38621719285714,-70.67873796428572,Av. Independencia 4637,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0188588222222222,0.0223388,False,False,4.656730040680294,1.3666534589383683,78.30347525412407,1,0.0223388,2,1,8.587599999999998,1196.791,11,AM,16.39199948452038
2026-12-03,217,1,156899,0.222291,37.419,-33.385127250000004,-70.68005207307692,Av. Independencia 4810,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0049397999999999,0.0049891999999999,False,False,4.7574685449359695,1.4017501297491868,80.31436636654394,1,0.0049891999999999,2,1,8.809890999999999,1234.21,12,AM,16.39199948452038
2026-12-03,780,1,140619,4.252727,550.225,-33.473179228571425,-70.7378717755102,Av. Pajaritos 5435,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0945050444444444,0.0733633333333333,False,False,6.917151710581503,-2.4069954306447405,222.08932051678232,4,0.0945050444444444,2,1,13.062618,1784.435,13,AM,16.39199948452038
2026-12-03,1960,1,174809,1.731742,205.491,-33.4302699,-70.7676359,Calle San Antonio 1509,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0384831555555555,0.0273988,False,False,7.463327000747122,-3.1069417828683377,181.98534864879284,4,0.0384831555555555,2,1,14.79436,1989.926,14,AM,16.39199948452038
2026-12-03,860,1,126552,0.2453679999999999,52.419,-33.4830035967742,-70.7436999967742,Av. Providencia 178,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0054526222222222,0.0069891999999999,False,False,8.093627468326387,-2.3642295237209203,224.5396264905665,4,0.0069891999999999,2,1,15.039727999999998,2042.345,15,AM,16.39199948452038
2026-12-03,783,1,325781,0.237597,62.264,-33.488076083068606,-70.75138480605311,Av. Pajaritos 5796,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0052799333333333,0.0083018666666666,False,False,8.986561577469816,-2.3843498784797683,223.38681508057857,4,0.0083018666666666,2,1,15.277324999999998,2104.609,16,AM,16.39199948452038
2026-12-03,795,1,124770,0.929949,130.326,-33.488076083068606,-70.75138480605311,Av. Pajaritos 7516,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0206655333333333,0.0173767999999999,False,False,8.986561577469816,-2.3843498784797683,223.38681508057857,4,0.0206655333333333,3,2,0.929949,130.326,1,PM,12.14499436175813
2026-12-03,805,1,112448,0.6149249999999999,114.05,-33.488076083068606,-70.75138480605311,Av. Pajaritos 9174,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0136649999999999,0.0152066666666666,False,False,8.986561577469816,-2.3843498784797683,223.38681508057857,4,0.0152066666666666,3,2,1.544874,244.376,2,PM,12.14499436175813
2026-12-03,766,1,88539,1.00603,197.406,-33.4931941,-70.7560064,Av. Pajaritos 3626,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0223562222222222,0.0263208,False,False,9.696980697708032,-2.378620530823434,223.7150825206497,4,0.0263208,3,2,2.550904,441.782,3,PM,12.14499436175813
2026-12-03,2108,1,242231,1.086861,173.384,-33.438971360737774,-70.68787532598256,Calle Santo Domingo 6777,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0241524666666666,0.0231178666666666,False,False,1.278476816175445,-1.6224558568154024,267.04012695819563,5,0.0241524666666666,3,2,3.637765,615.1659999999999,4,PM,12.14499436175813
2026-12-03,2126,2,349503,2.901367,417.343,-33.438971360737774,-70.68787532598256,Calle Santo Domingo 9121,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0644748222222222,0.0556457333333333,False,False,1.278476816175445,-1.6224558568154024,267.04012695819563,5,0.0644748222222222,3,2,6.539132,1032.509,5,PM,12.14499436175813
2026-12-03,510,1,113234,0.408974,59.343,-33.4545525,-70.6933263,Av. Libertador Bernardo O Higgins 4192,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0090883111111111,0.0079124,False,False,3.0616474142273624,-1.790513635786576,257.41112550880496,5,0.0090883111111111,3,2,6.948106,1091.852,6,PM,12.14499436175813
2026-12-03,1491,1,247085,1.056657,190.88,-33.49913642756964,-70.72387225161702,Calle Arturo Prat 2589,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0234812666666666,0.0254506666666666,False,False,8.660233363672026,-2.042947201482696,242.9477475869789,5,0.0254506666666666,3,2,8.004763,1282.732,7,PM,12.14499436175813
2026-12-03,744,1,107390,4.894504,609.031,-33.5179575,-70.7573922,Av. Pajaritos 1016,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.1087667555555555,0.0812041333333333,False,False,11.978958641700142,-2.2300662289971656,232.22661704380744,5,0.1087667555555555,3,2,12.899267000000002,1891.763,8,PM,12.14499436175813
2026-12-03,665,1,283566,0.22448,56.143,-33.432762,-70.686501,Av. Mapocho 6648,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0049884444444444,0.0074857333333333,False,False,0.5912904207394205,-1.4239912550442368,278.41131102242804,6,0.0074857333333333,3,2,13.123747000000002,1947.906,9,PM,12.14499436175813
2026-12-03,2052,1,200092,0.6539229999999999,144.74,-33.46971150355578,-70.64855318455172,Calle San Diego 6019,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0145316222222222,0.0192986666666666,False,False,5.912522132047328,-0.8285910558677313,312.5252295564904,6,0.0192986666666666,3,2,13.777670000000002,2092.646,10,PM,12.14499436175813
2026-12-03,2068,1,138778,2.703977,358.37,-33.46971150355578,-70.64855318455172,Calle San Diego 9161,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0600883777777777,0.0477826666666666,False,False,5.912522132047328,-0.8285910558677313,312.5252295564904,6,0.0600883777777777,4,3,2.703977,358.37,1,AM,14.599285523430794
2026-12-03,112,1,168422,0.481125,96.304,-33.49774282013423,-70.67137071879195,Av. Departamental 2287,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0106916666666666,0.0128405333333333,False,False,7.950572972079986,-1.348093284907123,282.7599443848946,6,0.0128405333333333,4,3,3.185102,454.674,2,AM,14.599285523430794
2026-12-03,2205,1,124759,2.21725,261.691,-33.5575823,-70.6779859,Gran Avenida José Miguel Carrera 1084,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0492722222222222,0.0348921333333333,False,False,14.491881504280888,-1.4994675770901216,274.0868363160286,6,0.0492722222222222,4,3,5.4023520000000005,716.365,3,AM,14.599285523430794
2026-12-03,1124,1,219322,0.644218,128.115,-33.53269003199999,-70.59448258,Av. Vicuña Mackenna 8405,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0143159555555555,0.017082,False,False,14.523262922181557,-0.84797552566546,311.41458124898173,6,0.017082,4,3,6.046570000000001,844.48,4,AM,14.599285523430794
2026-12-03,1593,1,127911,0.93725,124.317,-33.4394687125,-70.67269285,Calle Catedral 2615,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0208277777777777,0.0165756,False,False,1.8995850379577688,-0.6877056012967391,320.59737149819034,7,0.0208277777777777,4,3,6.983820000000001,968.797,5,AM,14.599285523430794
2026-12-03,1630,1,125517,0.63953,113.683,-33.438738201983064,-70.66443720992424,Calle Catedral 9181,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0142117777777777,0.0151577333333333,False,False,2.4616278927762467,-0.4577357658184586,333.7736724864137,7,0.0151577333333333,4,3,7.62335,1082.48,6,AM,14.599285523430794
2026-12-03,1661,1,137864,1.718718,278.701,-33.439644149230105,-70.66251983715254,Calle Compañía de Jesús 5241,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0381937333333333,0.0371601333333333,False,False,2.66604855565573,-0.45648017477536,333.8456125539777,7,0.0381937333333333,4,3,9.342068,1361.181,7,AM,14.599285523430794
2026-12-03,2191,1,299317,1.445278,206.31,-33.432789157777776,-70.65576433999999,Calle Teatinos 975,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0321172888888888,0.027508,False,False,2.98362736448668,-0.1667500111445883,350.44592812765563,7,0.0321172888888888,4,3,10.787346,1567.491,8,AM,14.599285523430794
2026-12-03,2158,1,46938,0.379469,55.809,-33.436656955578805,-70.65568127045138,Calle Teatinos 4659,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0084326444444444,0.0074411999999999,False,False,3.104696628351146,-0.2825052362668264,343.8136422715647,7,0.0084326444444444,4,3,11.166815,1623.3,9,AM,14.599285523430794
2026-12-03,2160,1,206162,1.260176,220.91,-33.436656955578805,-70.65568127045138,Calle Teatinos 5180,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0280039111111111,0.0294546666666666,False,False,3.104696628351146,-0.2825052362668264,343.8136422715647,7,0.0294546666666666,4,3,12.426991,1844.21,10,AM,14.599285523430794
2026-12-03,2166,1,255160,1.343641,132.448,-33.436656955578805,-70.65568127045138,Calle Teatinos 6266,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0298586888888888,0.0176597333333333,False,False,3.104696628351146,-0.2825052362668264,343.8136422715647,7,0.0298586888888888,4,3,13.770632,1976.658,11,AM,14.599285523430794
2026-12-03,2177,1,244021,0.20825,28.536,-33.436656955578805,-70.65568127045138,Calle Teatinos 7628,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0046277777777777,0.0038048,False,False,3.104696628351146,-0.2825052362668264,343.8136422715647,7,0.0046277777777777,4,3,13.978882,2005.194,12,AM,14.599285523430794
2026-12-03,1924,1,239928,0.076045,23.866,-33.43452185756808,-70.65443829443069,Calle Morandé 3761,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0016898888888888,0.0031821333333333,False,False,3.1466191490026816,-0.2110822849803714,347.90587594064704,7,0.0031821333333333,4,3,14.054927,2029.06,13,AM,14.599285523430794
2026-12-03,1939,1,229269,0.266406,74.433,-33.43452185756808,-70.65443829443069,Calle Morandé 6751,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0059201333333333,0.0099244,False,False,3.1466191490026816,-0.2110822849803714,347.90587594064704,7,0.0099244,4,3,14.321333,2103.4930000000004,14,AM,14.599285523430794
2026-12-03,1549,1,172717,1.152351,159.015,-33.44046393300847,-70.65220603930719,Calle Bandera 3131,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0256077999999999,0.021202,False,False,3.560436990853332,-0.3544206095709,339.69319489913346,7,0.0256077999999999,4,3,15.473684,2262.5080000000003,15,AM,14.599285523430794
2026-12-03,1583,1,204090,0.363445,89.199,-33.44046393300847,-70.65220603930719,Calle Bandera 9187,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0080765555555555,0.0118932,False,False,3.560436990853332,-0.3544206095709,339.69319489913346,7,0.0118932,4,3,15.837129,2351.7070000000003,16,AM,14.599285523430794
2026-12-03,1968,1,255487,0.084659,24.278,-33.43487534738776,-70.64887247008978,Calle San Antonio 2631,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0018813111111111,0.0032370666666666,False,False,3.65777306650862,-0.1901034190448721,349.1078764177219,7,0.0032370666666666,4,3,15.921788,2375.985,17,AM,14.599285523430794
2026-12-03,1970,1,192555,0.776806,140.58800000000002,-33.43487534738776,-70.64887247008978,Calle San Antonio 2929,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0172623555555555,0.0187450666666666,False,False,3.65777306650862,-0.1901034190448721,349.1078764177219,7,0.0187450666666666,5,4,0.776806,140.58800000000002,1,PM,13.726222020464267
2026-12-03,1991,1,267478,0.371757,100.879,-33.43487534738776,-70.64887247008978,Calle San Antonio 6514,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0082612666666666,0.0134505333333333,False,False,3.65777306650862,-0.1901034190448721,349.1078764177219,7,0.0134505333333333,5,4,1.148563,241.46700000000004,2,PM,13.726222020464267
2026-12-03,1999,1,212531,0.728827,123.924,-33.43487534738776,-70.64887247008978,Calle San Antonio 7911,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0161961555555555,0.0165232,False,False,3.65777306650862,-0.1901034190448721,349.1078764177219,7,0.0165232,5,4,1.87739,365.3910000000001,3,PM,13.726222020464267
2026-12-03,2003,1,240273,2.514063,317.365,-33.43487534738776,-70.64887247008978,Calle San Antonio 8832,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0558680666666666,0.0423153333333333,False,False,3.65777306650862,-0.1901034190448721,349.1078764177219,7,0.0558680666666666,5,4,4.391453,682.7560000000001,4,PM,13.726222020464267
2026-12-03,2009,1,64250,0.6345310000000001,101.555,-33.43487534738776,-70.64887247008978,Calle San Antonio 9379,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0141006888888888,0.0135406666666666,False,False,3.65777306650862,-0.1901034190448721,349.1078764177219,7,0.0141006888888888,5,4,5.025984,784.3110000000001,5,PM,13.726222020464267
2026-12-03,1744,1,131223,1.707462,294.121,-33.43949515564987,-70.64953513821996,Calle Estado 8684,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0379436,0.0392161333333333,False,False,3.7486408741037023,-0.3080661068463332,342.34911226667884,7,0.0392161333333333,5,4,6.733446000000001,1078.4320000000002,6,PM,13.726222020464267
2026-12-03,536,1,316038,3.169764,425.347,-33.44378662227161,-70.65086273448715,Av. Libertador Bernardo O Higgins 9819,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0704392,0.0567129333333333,False,False,3.834868400801952,-0.4208837794355628,335.8851357728272,7,0.0704392,5,4,9.90321,1503.7790000000002,7,PM,13.726222020464267
2026-12-03,1483,1,123558,0.226307,28.967,-33.44686055,-70.64992026,Calle Arturo Prat 175,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0050290444444444,0.0038622666666666,False,False,4.08173382409322,-0.4784300952038556,332.5879747527769,7,0.0050290444444444,5,4,10.129517000000002,1532.7460000000003,8,PM,13.726222020464267
2026-12-03,1871,1,72069,0.400367,60.149,-33.436639090107406,-70.64200400967839,Calle Monjitas 4798,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0088970444444444,0.0080198666666666,False,False,4.323141098566908,-0.1995009840453084,348.56943560549706,7,0.0088970444444444,5,4,10.529884,1592.8950000000004,9,PM,13.726222020464267
2026-12-03,1891,1,77450,0.940815,161.207,-33.436639090107406,-70.64200400967839,Calle Monjitas 7974,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.020907,0.0214942666666666,False,False,4.323141098566908,-0.1995009840453084,348.56943560549706,7,0.0214942666666666,5,4,11.470699000000002,1754.1020000000003,10,PM,13.726222020464267
2026-12-03,1834,1,298476,1.396086,158.276,-33.43731790255185,-70.64174538474282,Calle Merced 6576,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0310241333333333,0.0211034666666666,False,False,4.364748051781916,-0.2126834073590093,347.8141383858671,7,0.0310241333333333,5,4,12.866785000000002,1912.3780000000004,11,PM,13.726222020464267
2026-12-03,1508,1,212161,1.135991,188.514,-33.452475519393765,-70.64863131734094,Calle Arturo Prat 4852,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0252442444444444,0.0251352,False,False,4.5369039656375625,-0.5739804777944114,327.11334109947774,7,0.0252442444444444,5,4,14.002776000000004,2100.8920000000003,12,PM,13.726222020464267
2026-12-03,1479,1,202595,1.89532,289.606,-33.460701875000005,-70.6473110625,Calle Arturo Prat 1187,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0421182222222222,0.0386141333333333,False,False,5.234161007418301,-0.6933907685579788,320.27163540829537,7,0.0421182222222222,5,4,15.898096000000002,2390.4980000000005,13,PM,13.726222020464267
2026-12-03,712,1,84124,0.022742,6.409000000000001,-33.45799120274538,-70.64211682398948,Av. Matta 4672,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0005053777777777,0.0008545333333333,False,False,5.391488480207241,-0.5940643214956075,325.9626216189988,7,0.0008545333333333,5,4,15.920838000000002,2396.9070000000006,14,PM,13.726222020464267
2026-12-03,742,1,41473,0.074223,17.982,-33.45799120274538,-70.64211682398948,Av. Matta 9543,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0016493999999999,0.0023975999999999,False,False,5.391488480207241,-0.5940643214956075,325.9626216189988,7,0.0023975999999999,5,4,15.995061000000002,2414.8890000000006,15,PM,13.726222020464267
2026-12-03,878,1,178265,0.276869,36.71,-33.435086638100124,-70.62889344723304,Av. Providencia 4275,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0061526444444444,0.0048946666666666,False,False,5.483794875816612,-0.129473307170241,352.5817259395443,7,0.0061526444444444,6,5,0.276869,36.71,1,AM,16.121905808529718
2026-12-03,886,1,288295,0.8928,131.547,-33.435086638100124,-70.62889344723304,Av. Providencia 4727,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.01984,0.0175396,False,False,5.483794875816612,-0.129473307170241,352.5817259395443,7,0.01984,6,5,1.169669,168.257,2,AM,16.121905808529718
2026-12-03,1112,1,89405,0.6854899999999999,100.819,-33.4486153,-70.6317957,Av. Vicuña Mackenna 578,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0152331111111111,0.0134425333333333,False,False,5.659342760676859,-0.3638760801998422,339.1514363387852,7,0.0152331111111111,6,5,1.855159,269.076,3,AM,16.121905808529718
2026-12-03,297,1,48218,0.201767,37.804,-33.45211752135792,-70.62996532946244,Av. Irarrázaval 6780,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0044837111111111,0.0050405333333333,False,False,5.98217488386954,-0.4059093454019819,336.74310764354846,7,0.0050405333333333,6,5,2.056926,306.88,4,AM,16.121905808529718
2026-12-03,302,1,82669,1.65258,231.903,-33.45211752135792,-70.62996532946244,Av. Irarrázaval 8302,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.036724,0.0309203999999999,False,False,5.98217488386954,-0.4059093454019819,336.74310764354846,7,0.036724,6,5,3.709506,538.783,5,AM,16.121905808529718
2026-12-03,988,1,156474,0.32269,73.911,-33.470603450000006,-70.6422032,Av. Santa Rosa 5626,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0071708888888888,0.0098548,False,False,6.362376325746538,-0.7631883069702371,316.2725310368707,7,0.0098548,6,5,4.032196,612.694,6,AM,16.121905808529718
2026-12-03,596,1,131893,0.262568,34.506,-33.432091364,-70.618345204,Av. Manuel Montt 401,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0058348444444444,0.0046008,False,False,6.417687177898031,-0.0667297259662448,356.17666833406963,7,0.0058348444444444,6,5,4.294764,647.1999999999999,7,AM,16.121905808529718
2026-12-03,296,1,94985,0.745546,121.338,-33.45318911472868,-70.62371892713178,Av. Irarrázaval 640,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0165676888888888,0.0161784,False,False,6.553908638267978,-0.3842940433311653,337.9815732251067,7,0.0165676888888888,6,5,5.04031,768.5379999999999,8,AM,16.121905808529718
2026-12-03,594,1,226689,3.905493,441.534,-33.450409379191655,-70.61310094459272,Av. Manuel Montt 3031,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0867887333333333,0.0588712,False,False,7.340012934373101,-0.2997323516781162,342.826601265313,7,0.0867887333333333,6,5,8.945803,1210.072,9,AM,16.121905808529718
