Fecha de despacho Solicitada,cluster_id_dia,ventana,node_id,lat_final,lon_final,volumen_total_nodo_dia_m3,peso_total_nodo_dia_kg,n_pedidos,node_id_deposito,lat_deposito,lon_deposito
2026-12-03,1,AM,215,-33.38621719285714,-70.67873796428572,0.848647,167.541,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,1,AM,217,-33.385127250000004,-70.68005207307692,0.222291,37.419,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,1,AM,1960,-33.4302699,-70.7676359,1.731742,205.491,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,1,AM,780,-33.473179228571425,-70.7378717755102,4.252727,550.225,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,1,AM,783,-33.488076083068606,-70.75138480605311,0.237597,62.264,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,1,AM,795,-33.488076083068606,-70.75138480605311,0.929949,130.326,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,1,AM,805,-33.488076083068606,-70.75138480605311,0.6149249999999999,114.05,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,1,AM,766,-33.4931941,-70.7560064,1.00603,197.406,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,860,-33.4830035967742,-70.7436999967742,0.2453679999999999,52.419,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,744,-33.5179575,-70.7573922,4.894504,609.031,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,1491,-33.49913642756964,-70.72387225161702,1.056657,190.88,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,510,-33.4545525,-70.6933263,0.408974,59.343,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,2108,-33.438971360737774,-70.68787532598256,1.086861,173.384,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,2126,-33.438971360737774,-70.68787532598256,2.901367,417.343,2,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,2205,-33.5575823,-70.6779859,2.21725,261.691,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,665,-33.432762,-70.686501,0.22448,56.143,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,112,-33.49774282013423,-70.67137071879195,0.481125,96.304,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,1124,-33.53269003199999,-70.59448258,0.644218,128.115,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,2052,-33.46971150355578,-70.64855318455172,0.6539229999999999,144.74,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,2068,-33.46971150355578,-70.64855318455172,2.703977,358.37,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,988,-33.470603450000006,-70.6422032,0.32269,73.911,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,418,-33.5223756,-70.5788854,4.239399,505.552,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,380,-33.519235429031845,-70.58115079491817,2.785992,391.82,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,386,-33.519235429031845,-70.58115079491817,0.905824,185.289,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,1257,-33.5158876737604,-70.58408346247862,1.214056,215.678,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,2,AM,1479,-33.460701875000005,-70.6473110625,1.89532,289.606,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,1593,-33.4394687125,-70.67269285,0.93725,124.317,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,569,-33.49707804581206,-70.59790889427815,0.577669,83.3,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,1052,-33.5145717,-70.5596454,0.855742,127.681,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,712,-33.45799120274538,-70.64211682398948,0.022742,6.409000000000001,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,742,-33.45799120274538,-70.64211682398948,0.074223,17.982,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,1508,-33.452475519393765,-70.64863131734094,1.135991,188.514,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,546,-33.47767395176471,-70.59879762117647,1.40959,246.656,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,1483,-33.44686055,-70.64992026,0.226307,28.967,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,1630,-33.438738201983064,-70.66443720992424,0.63953,113.683,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,1661,-33.439644149230105,-70.66251983715254,1.718718,278.701,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,1076,-33.4912094,-70.556329,3.005691,379.049,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,828,-33.463943688,-70.606522622,0.716423,153.987,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,536,-33.44378662227161,-70.65086273448715,3.169764,425.347,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,1180,-33.476078076363635,-70.57821195272727,0.894081,164.668,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,297,-33.45211752135792,-70.62996532946244,0.201767,37.804,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,302,-33.45211752135792,-70.62996532946244,1.65258,231.903,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,296,-33.45318911472868,-70.62371892713178,0.745546,121.338,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,3,AM,1112,-33.4486153,-70.6317957,0.6854899999999999,100.819,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,169,-33.4685194,-70.5785103,1.259586,232.758,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,1549,-33.44046393300847,-70.65220603930719,1.152351,159.015,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,1583,-33.44046393300847,-70.65220603930719,0.363445,89.199,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,187,-33.474217767999995,-70.55036291280001,3.858722,488.323,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,258,-33.453654,-70.6098817,0.07506,20.717,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,1744,-33.43949515564987,-70.64953513821996,1.707462,294.121,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,594,-33.450409379191655,-70.61310094459272,3.905493,441.534,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,610,-33.450409379191655,-70.61310094459272,0.025684,10.598,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,2158,-33.436656955578805,-70.65568127045138,0.379469,55.809,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,2160,-33.436656955578805,-70.65568127045138,1.260176,220.91,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,2166,-33.436656955578805,-70.65568127045138,1.343641,132.448,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,2177,-33.436656955578805,-70.65568127045138,0.20825,28.536,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,843,-33.446682,-70.605953,0.024849,9.34,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,845,-33.446682,-70.605953,0.400368,79.17,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,1834,-33.43731790255185,-70.64174538474282,1.396086,158.276,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,1924,-33.43452185756808,-70.65443829443069,0.076045,23.866,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,1939,-33.43452185756808,-70.65443829443069,0.266406,74.433,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,4,PM,1871,-33.436639090107406,-70.64200400967839,0.400367,60.149,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,5,PM,1891,-33.436639090107406,-70.64200400967839,0.940815,161.207,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,5,PM,1968,-33.43487534738776,-70.64887247008978,0.084659,24.278,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,5,PM,1970,-33.43487534738776,-70.64887247008978,0.776806,140.58800000000002,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,5,PM,1991,-33.43487534738776,-70.64887247008978,0.371757,100.879,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,5,PM,1999,-33.43487534738776,-70.64887247008978,0.728827,123.924,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,5,PM,2003,-33.43487534738776,-70.64887247008978,2.514063,317.365,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,5,PM,2009,-33.43487534738776,-70.64887247008978,0.6345310000000001,101.555,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,5,PM,2191,-33.432789157777776,-70.65576433999999,1.445278,206.31,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,5,PM,878,-33.435086638100124,-70.62889344723304,0.276869,36.71,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,5,PM,886,-33.435086638100124,-70.62889344723304,0.8928,131.547,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,5,PM,596,-33.432091364,-70.618345204,0.262568,34.506,1,0,-33.42748443128771,-70.68728138816309
2026-12-03,5,PM,1034,-33.4315625,-70.5848894,2.163363,238.139,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,1159,-33.4178672,-70.6052595,1.184773,201.451,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,54,-33.415432,-70.5896872,0.844085,125.268,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,460,-33.393217,-70.544274,1.206367,140.845,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,340,-33.4008463,-70.5787572,1.898356,236.554,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,344,-33.3997632,-70.5757715,0.752142,93.849,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,345,-33.399406,-70.5752294,0.0901,15.056,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,446,-33.38904613999576,-70.54005416426546,0.757876,110.769,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,463,-33.38904613999576,-70.54005416426546,0.1197329999999999,48.086,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,361,-33.3927728,-70.5567302,2.895733,351.854,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,45,-33.396238,-70.619819,0.2962189999999999,53.097,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,198,-33.411545295918366,-70.65735260000001,1.02277,208.364,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,1427,-33.41625625370045,-70.66756956491413,0.0014039999999999,1.2120000000000002,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,1447,-33.41625625370045,-70.66756956491413,1.918602,310.168,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,1468,-33.41625625370045,-70.66756956491413,2.012563,243.283,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,200,-33.4076246,-70.6608615,0.22013,51.279,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,812,-33.488076083068606,-70.75138480605311,0.912503,115.065,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,772,-33.4915217,-70.7534013,0.029983,8.764,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,1,PM,2106,-33.438971360737774,-70.68787532598256,0.4251399999999999,69.952,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,2119,-33.438971360737774,-70.68787532598256,1.614724,263.344,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,2255,-33.5503566,-70.6721017,2.150984,303.139,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,148,-33.49342680302045,-70.67774623290455,3.330712,451.979,2,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,637,-33.432762,-70.686501,0.649948,75.044,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,659,-33.432762,-70.686501,0.478858,83.337,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,674,-33.432762,-70.686501,1.931605,222.421,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,1318,-33.432762,-70.686501,0.153905,22.356,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,113,-33.49639758636363,-70.67380454545456,0.332504,65.663,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,102,-33.5038862,-70.6533757,0.676064,66.254,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,1382,-33.526553832653065,-70.635556892517,0.486004,74.783,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,984,-33.507015,-70.6384402,2.148025,365.925,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,980,-33.50361877575757,-70.63861415050505,3.394657,457.326,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,495,-33.4493354,-70.6727827,0.409073,68.55199999999999,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,520,-33.448743251107814,-70.67154545028562,1.127713,136.555,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,1493,-33.47960846326531,-70.64657574693878,0.27051,77.121,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,2028,-33.46971150355578,-70.64855318455172,1.561084,234.662,2,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,433,-33.5433136,-70.5702714,1.262093,190.967,2,0,-33.42748443128771,-70.68728138816309
2026-12-04,2,AM,1107,-33.4969458,-70.6164608,0.5291170000000001,95.654,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,22,-33.512983,-70.5938519,1.5082060000000002,201.606,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,420,-33.5250518,-70.5777783,0.8919710000000001,119.266,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,427,-33.519235429031845,-70.58115079491817,1.119902,137.961,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,1260,-33.5158876737604,-70.58408346247862,0.134501,27.854,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,124,-33.5103234,-70.5845273,1.196098,164.675,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,571,-33.49707804581206,-70.59790889427815,0.027788,11.855,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,134,-33.511167,-70.5699378,3.0327170000000003,395.574,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,1058,-33.5192884508772,-70.55776388596492,0.415527,81.211,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,491,-33.44641763589743,-70.6599249948718,1.215464,228.325,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,961,-33.4575059,-70.643308975,2.511639,324.725,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,709,-33.45799120274538,-70.64211682398948,1.775647,274.353,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,719,-33.45799120274538,-70.64211682398948,0.727684,148.96699999999998,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,1326,-33.45799120274538,-70.64211682398948,0.641751,74.702,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,137,-33.511587,-70.5622381,1.177147,169.68099999999998,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,1512,-33.452475519393765,-70.64863131734094,1.378983,213.442,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,1535,-33.452475519393765,-70.64863131734094,0.0865669999999999,19.21,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,1290,-33.475424546938775,-70.59900136938775,2.996074,447.313,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,3,AM,194,-33.46049613448276,-70.6220507,3.117453,428.517,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,1619,-33.438738201983064,-70.66443720992424,1.188721,245.264,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,1669,-33.439644149230105,-70.66251983715254,1.054792,195.24,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,1670,-33.439644149230105,-70.66251983715254,1.487933,171.365,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,536,-33.44378662227161,-70.65086273448715,0.4545019999999999,154.35,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,304,-33.45211752135792,-70.62996532946244,0.703396,113.706,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,172,-33.46821033574976,-70.57937655427114,0.223935,41.049,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,173,-33.46821033574976,-70.57937655427114,2.801701,461.169,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,1544,-33.44046393300847,-70.65220603930719,0.088731,13.15,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,1571,-33.44046393300847,-70.65220603930719,0.291538,45.213,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,1572,-33.44046393300847,-70.65220603930719,0.599434,76.389,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,1574,-33.44046393300847,-70.65220603930719,1.430081,196.188,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,1587,-33.44046393300847,-70.65220603930719,0.835219,163.666,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,257,-33.4533598,-70.6124658,0.605934,82.968,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,1772,-33.43969907361054,-70.65168277752262,2.4601040000000003,292.31,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,1793,-33.43969907361054,-70.65168277752262,0.6202740000000001,69.286,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,1697,-33.44019705510204,-70.64957812653061,1.304414,205.414,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,191,-33.47531328717949,-70.54481643205129,1.561493,215.049,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,4,PM,2162,-33.43800292133333,-70.65540057866666,0.509683,100.266,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,1724,-33.43949515564987,-70.64953513821996,2.991992,413.943,2,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,1733,-33.43949515564987,-70.64953513821996,2.706102,327.958,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,1738,-33.43949515564987,-70.64953513821996,1.450959,205.399,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,1750,-33.43949515564987,-70.64953513821996,0.902335,140.809,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,269,-33.454644,-70.5997796,0.789015,93.023,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,597,-33.450409379191655,-70.61310094459272,0.659033,108.048,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,603,-33.450409379191655,-70.61310094459272,1.1417739999999998,235.991,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,605,-33.450409379191655,-70.61310094459272,0.206857,35.622,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,612,-33.450409379191655,-70.61310094459272,0.073884,16.872,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,614,-33.450409379191655,-70.61310094459272,1.131598,190.061,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,2139,-33.436656955578805,-70.65568127045138,2.7088710000000003,314.366,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,1081,-33.44289517142857,-70.63342082571428,0.4188199999999999,58.504,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,642,-33.4322458,-70.6700658,1.450023,202.656,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,854,-33.446682,-70.605953,0.569851,104.106,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,1805,-33.43731790255185,-70.64174538474282,1.605694,223.055,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,1847,-33.43731790255185,-70.64174538474282,2.221654,274.983,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,1912,-33.43452185756808,-70.65443829443069,0.053708,36.521,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,5,AM,1922,-33.43452185756808,-70.65443829443069,3.643268,512.243,2,0,-33.42748443128771,-70.68728138816309
2026-12-04,6,PM,1944,-33.43452185756808,-70.65443829443069,0.465381,69.168,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,6,PM,1945,-33.43452185756808,-70.65443829443069,1.236738,183.258,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,6,PM,1864,-33.436639090107406,-70.64200400967839,0.020912,4.792,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,6,PM,1880,-33.436639090107406,-70.64200400967839,2.658601,327.246,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,6,PM,1994,-33.43487534738776,-70.64887247008978,0.2312639999999999,48.152,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,6,PM,2013,-33.43487534738776,-70.64887247008978,0.393231,73.385,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,6,PM,586,-33.4409859,-70.6151908,0.6054889999999999,109.29,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,6,PM,648,-33.43231273781036,-70.6598401291291,1.97264,242.872,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,6,PM,1055,-33.4480812,-70.5630542,1.648344,236.682,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,6,PM,619,-33.43437371428571,-70.61696167142857,0.451168,68.827,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,6,PM,1025,-33.4286985,-70.588099,1.311067,170.351,1,0,-33.42748443128771,-70.68728138816309
2026-12-04,6,PM,1350,-33.4281536,-70.6183503,1.643157,213.727,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,67,-33.4155624,-70.5905938,0.804171,137.64,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,46,-33.4153999,-70.5895295,0.6172310000000001,113.198,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,93,-33.4153911,-70.5894866,0.8874960000000001,154.275,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,91,-33.40802746666667,-70.54867396666667,1.350284,195.76,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,475,-33.4036395,-70.5564408,0.011292,4.859999999999999,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,476,-33.4031698,-70.5561641,3.293159,357.422,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,340,-33.4008463,-70.5787572,3.33387,434.373,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,363,-33.3927698,-70.5563612,0.694185,85.454,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,371,-33.3886763,-70.5456686,0.647339,78.165,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,1152,-33.3975816,-70.5842192,0.7544959999999999,139.372,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,1168,-33.38497581764706,-70.55494609411765,2.176776,290.306,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,1444,-33.41625625370045,-70.66756956491413,2.9915870000000004,335.99499999999995,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,1459,-33.41625625370045,-70.66756956491413,0.256253,36.524,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,920,-33.4016496,-70.6429416,1.421145,203.162,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,929,-33.3896551,-70.6423727,1.442281,312.159,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,210,-33.39590682857143,-70.67180119795918,0.660477,113.007,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,1908,-33.386564,-70.676186,0.7750319999999999,111.266,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,1,AM,1844,-33.44612,-70.739147,0.769185,133.295,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,2,AM,777,-33.4792076,-70.7426405,1.230049,168.31900000000002,1,0,-33.42748443128771,-70.68728138816309
2026-12-05,2,AM,787,-33.488076083068606,-70.75138480605311,0.359909,77.22999999999999,1,0,-33.42748443128771,-70.68728138816309
