Fecha de despacho Solicitada,node_id,n_pedidos,monto_total_nodo_dia,volumen_total_nodo_dia_m3,peso_total_nodo_dia_kg,lat_final,lon_final,direccion_normalizada,node_id_deposito,lat_deposito,lon_deposito,fecha,uso_capacidad_vol_pct,uso_capacidad_peso_pct,excede_volumen_camion,excede_peso_camion
2026-12-03,1180,1,192370,0.894081,164.668,-33.476078076363635,-70.57821195272727,Avenida Américo Vespucio 2389,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.019868466666666668,0.021955733333333335,False,False
2026-12-03,1240,1,180277,0.230482,31.394,-33.4055216,-70.5917304,Avenida Kennedy 3695,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.005121822222222222,0.004185866666666666,False,False
2026-12-03,1257,1,43659,1.214056,215.678,-33.5158876737604,-70.58408346247862,Avenida La Florida 3026,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.02697902222222222,0.028757066666666668,False,False
2026-12-03,1408,1,113704,0.195999,24.471,-33.4178406,-70.6052487,Avenida Vitacura 713,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.004355533333333333,0.0032628,False,False
2026-12-03,1479,1,202595,1.89532,289.606,-33.460701875000005,-70.6473110625,Calle Arturo Prat 1187,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.04211822222222222,0.038614133333333335,False,False
2026-12-03,1483,1,123558,0.226307,28.967,-33.44686055,-70.64992026,Calle Arturo Prat 175,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.005029044444444445,0.0038622666666666664,False,False
2026-12-03,1491,1,247085,1.056657,190.88,-33.49913642756964,-70.72387225161702,Calle Arturo Prat 2589,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.023481266666666667,0.025450666666666667,False,False
2026-12-03,1508,1,212161,1.135991,188.514,-33.452475519393765,-70.64863131734094,Calle Arturo Prat 4852,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.025244244444444446,0.0251352,False,False
2026-12-03,1549,1,172717,1.152351,159.015,-33.44046393300847,-70.65220603930719,Calle Bandera 3131,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.025607799999999997,0.021202,False,False
2026-12-03,1583,1,204090,0.363445,89.199,-33.44046393300847,-70.65220603930719,Calle Bandera 9187,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.008076555555555556,0.0118932,False,False
2026-12-03,1593,1,127911,0.93725,124.317,-33.4394687125,-70.67269285,Calle Catedral 2615,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.02082777777777778,0.0165756,False,False
2026-12-03,1630,1,125517,0.63953,113.683,-33.438738201983064,-70.66443720992424,Calle Catedral 9181,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.014211777777777778,0.015157733333333335,False,False
2026-12-03,1661,1,137864,1.718718,278.701,-33.439644149230105,-70.66251983715254,Calle Compañía de Jesús 5241,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.038193733333333334,0.03716013333333334,False,False
2026-12-03,1744,1,131223,1.707462,294.121,-33.43949515564987,-70.64953513821996,Calle Estado 8684,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0379436,0.03921613333333333,False,False
2026-12-03,1834,1,298476,1.396086,158.276,-33.43731790255185,-70.64174538474282,Calle Merced 6576,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.031024133333333332,0.021103466666666668,False,False
2026-12-03,1871,1,72069,0.400367,60.149,-33.436639090107406,-70.64200400967839,Calle Monjitas 4798,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.008897044444444445,0.008019866666666667,False,False
2026-12-03,1891,1,77450,0.940815,161.207,-33.436639090107406,-70.64200400967839,Calle Monjitas 7974,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.020907,0.021494266666666664,False,False
2026-12-03,1924,1,239928,0.076045,23.866,-33.43452185756808,-70.65443829443069,Calle Morandé 3761,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.001689888888888889,0.0031821333333333333,False,False
2026-12-03,1939,1,229269,0.266406,74.433,-33.43452185756808,-70.65443829443069,Calle Morandé 6751,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0059201333333333325,0.009924400000000002,False,False
2026-12-03,1960,1,174809,1.731742,205.491,-33.4302699,-70.7676359,Calle San Antonio 1509,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.03848315555555555,0.0273988,False,False
2026-12-03,1968,1,255487,0.084659,24.278,-33.43487534738776,-70.64887247008978,Calle San Antonio 2631,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.001881311111111111,0.0032370666666666666,False,False
2026-12-03,1970,1,192555,0.776806,140.58800000000002,-33.43487534738776,-70.64887247008978,Calle San Antonio 2929,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.017262355555555556,0.01874506666666667,False,False
2026-12-03,1991,1,267478,0.371757,100.879,-33.43487534738776,-70.64887247008978,Calle San Antonio 6514,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.008261266666666666,0.013450533333333334,False,False
2026-12-03,1999,1,212531,0.728827,123.924,-33.43487534738776,-70.64887247008978,Calle San Antonio 7911,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.016196155555555557,0.016523200000000002,False,False
2026-12-03,2003,1,240273,2.514063,317.365,-33.43487534738776,-70.64887247008978,Calle San Antonio 8832,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.05586806666666667,0.04231533333333334,False,False
2026-12-03,2009,1,64250,0.6345310000000001,101.555,-33.43487534738776,-70.64887247008978,Calle San Antonio 9379,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.01410068888888889,0.013540666666666668,False,False
2026-12-03,2052,1,200092,0.6539229999999999,144.74,-33.46971150355578,-70.64855318455172,Calle San Diego 6019,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.01453162222222222,0.01929866666666667,False,False
2026-12-03,2068,1,138778,2.703977,358.37,-33.46971150355578,-70.64855318455172,Calle San Diego 9161,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.06008837777777778,0.04778266666666667,False,False
2026-12-03,2108,1,242231,1.086861,173.384,-33.438971360737774,-70.68787532598256,Calle Santo Domingo 6777,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.024152466666666667,0.023117866666666664,False,False
2026-12-03,2126,2,349503,2.901367,417.343,-33.438971360737774,-70.68787532598256,Calle Santo Domingo 9121,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.06447482222222223,0.055645733333333336,False,False
2026-12-03,2158,1,46938,0.379469,55.809,-33.436656955578805,-70.65568127045138,Calle Teatinos 4659,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.008432644444444444,0.007441199999999999,False,False
2026-12-03,2160,1,206162,1.260176,220.91,-33.436656955578805,-70.65568127045138,Calle Teatinos 5180,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.02800391111111111,0.029454666666666667,False,False
2026-12-03,2166,1,255160,1.343641,132.448,-33.436656955578805,-70.65568127045138,Calle Teatinos 6266,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.02985868888888889,0.017659733333333334,False,False
2026-12-03,2177,1,244021,0.20825,28.536,-33.436656955578805,-70.65568127045138,Calle Teatinos 7628,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.0046277777777777775,0.0038048,False,False
2026-12-03,2191,1,299317,1.445278,206.31,-33.432789157777776,-70.65576433999999,Calle Teatinos 975,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.03211728888888889,0.027508,False,False
2026-12-03,2205,1,124759,2.21725,261.691,-33.5575823,-70.6779859,Gran Avenida José Miguel Carrera 1084,0,-33.42748443128771,-70.68728138816309,2026-12-03,0.049272222222222224,0.03489213333333333,False,False
2026-12-04,22,1,173886,1.5082060000000002,201.606,-33.512983,-70.5938519,Av. Américo Vespucio 4961,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.033515688888888895,0.0268808,False,False
2026-12-04,45,1,141162,0.2962189999999999,53.097,-33.396238,-70.619819,Av. Américo Vespucio 9821,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.0065826444444444425,0.0070796,False,False
2026-12-04,54,1,244663,0.844085,125.268,-33.415432,-70.5896872,Av. Apoquindo 1827,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.018757444444444445,0.0167024,False,False
2026-12-04,102,1,205763,0.676064,66.254,-33.5038862,-70.6533757,Av. Departamental 1018,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.015023644444444444,0.008833866666666667,False,False
2026-12-04,113,1,143418,0.332504,65.663,-33.49639758636363,-70.67380454545456,Av. Departamental 2586,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.0073889777777777785,0.008755066666666667,False,False
2026-12-04,124,1,108644,1.196098,164.675,-33.5103234,-70.5845273,Av. Departamental 4795,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.02657995555555556,0.02195666666666667,False,False
2026-12-04,134,1,192878,3.0327170000000003,395.574,-33.511167,-70.5699378,Av. Departamental 6137,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.06739371111111112,0.052743200000000004,False,False
2026-12-04,137,1,144727,1.177147,169.68099999999998,-33.511587,-70.5622381,Av. Departamental 6863,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.02615882222222222,0.02262413333333333,False,False
2026-12-04,148,2,267589,3.330712,451.97900000000004,-33.49342680302045,-70.67774623290455,Av. Departamental 8533,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.07401582222222222,0.06026386666666667,False,False
2026-12-04,172,1,69556,0.223935,41.049,-33.46821033574976,-70.57937655427114,Av. Grecia 5499,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.0049763333333333335,0.0054732,False,False
2026-12-04,173,1,81286,2.801701,461.169,-33.46821033574976,-70.57937655427114,Av. Grecia 5637,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.062260022222222225,0.0614892,False,False
2026-12-04,191,1,107532,1.561493,215.049,-33.47531328717949,-70.54481643205129,Av. Grecia 8422,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.03469984444444445,0.0286732,False,False
2026-12-04,194,1,92973,3.117453,428.517,-33.46049613448276,-70.6220507,Av. Grecia 943,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.06927673333333333,0.0571356,False,False
2026-12-04,198,1,132609,1.02277,208.364,-33.411545295918366,-70.65735260000001,Av. Independencia 1274,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.022728222222222223,0.02778186666666667,False,False
2026-12-04,200,1,197881,0.22013,51.279,-33.4076246,-70.6608615,Av. Independencia 2139,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.004891777777777778,0.006837200000000001,False,False
2026-12-04,257,1,88071,0.605934,82.968,-33.4533598,-70.6124658,Av. Irarrázaval 1804,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.0134652,0.0110624,False,False
2026-12-04,269,1,176229,0.789015,93.023,-33.454644,-70.5997796,Av. Irarrázaval 3007,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.017533666666666666,0.012403066666666665,False,False
2026-12-04,304,1,270079,0.703396,113.706,-33.45211752135792,-70.62996532946244,Av. Irarrázaval 8877,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.01563102222222222,0.0151608,False,False
2026-12-04,340,1,115798,1.898356,236.554,-33.4008463,-70.5787572,Av. Kennedy 5315,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.042185688888888885,0.031540533333333336,False,False
2026-12-04,344,1,134635,0.752142,93.849,-33.3997632,-70.5757715,Av. Kennedy 5651,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.016714266666666665,0.0125132,False,False
2026-12-04,345,1,259234,0.0901,15.056,-33.399406,-70.5752294,Av. Kennedy 5660,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.002002222222222222,0.0020074666666666666,False,False
2026-12-04,361,1,120827,2.895733,351.854,-33.3927728,-70.5567302,Av. Kennedy 7474,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.06434962222222222,0.046913866666666665,False,False
2026-12-04,420,1,137219,0.8919710000000001,119.266,-33.5250518,-70.5777783,Av. La Florida 7983,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.01982157777777778,0.015902133333333335,False,False
2026-12-04,427,1,293059,1.119902,137.961,-33.519235429031845,-70.58115079491817,Av. La Florida 934,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.02488671111111111,0.018394800000000003,False,False
2026-12-04,433,2,252510,1.262093,190.967,-33.5433136,-70.5702714,Av. La Florida 9689,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.02804651111111111,0.025462266666666667,False,False
2026-12-04,446,1,76722,0.757876,110.769,-33.38904613999576,-70.54005416426546,Av. Las Condes 2824,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.01684168888888889,0.014769200000000001,False,False
2026-12-04,460,1,268529,1.206367,140.845,-33.393217,-70.544274,Av. Las Condes 5070,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.026808155555555553,0.018779333333333332,False,False
2026-12-04,463,1,218343,0.1197329999999999,48.086,-33.38904613999576,-70.54005416426546,Av. Las Condes 5550,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.002660733333333331,0.0064114666666666665,False,False
2026-12-04,491,1,61345,1.215464,228.325,-33.44641763589743,-70.6599249948718,Av. Libertador Bernardo O Higgins 1672,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.027010311111111112,0.030443333333333333,False,False
2026-12-04,495,1,126038,0.409073,68.55199999999999,-33.4493354,-70.6727827,Av. Libertador Bernardo O Higgins 2588,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.009090511111111112,0.009140266666666666,False,False
2026-12-04,520,1,152527,1.127713,136.555,-33.448743251107814,-70.67154545028562,Av. Libertador Bernardo O Higgins 5746,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.02506028888888889,0.018207333333333336,False,False
2026-12-04,536,1,227725,0.4545019999999999,154.35,-33.44378662227161,-70.65086273448715,Av. Libertador Bernardo O Higgins 9819,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.010100044444444442,0.020579999999999998,False,False
2026-12-04,571,1,136882,0.027788,11.855,-33.49707804581206,-70.59790889427815,Av. Macul 791,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.0006175111111111111,0.0015806666666666666,False,False
2026-12-04,586,1,106907,0.6054889999999999,109.29,-33.4409859,-70.6151908,Av. Manuel Montt 1437,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.01345531111111111,0.014572000000000002,False,False
2026-12-04,597,1,61363,0.659033,108.048,-33.450409379191655,-70.61310094459272,Av. Manuel Montt 4025,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.014645177777777777,0.0144064,False,False
2026-12-04,603,1,58778,1.1417739999999998,235.991,-33.450409379191655,-70.61310094459272,Av. Manuel Montt 4785,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.025372755555555553,0.03146546666666667,False,False
2026-12-04,605,1,268113,0.206857,35.622,-33.450409379191655,-70.61310094459272,Av. Manuel Montt 4909,0,-33.42748443128771,-70.68728138816309,2026-12-04,0.004596822222222223,0.0047496,False,False
