fecha,ventana,cluster_id_dia,n_nodos_cluster,volumen_total_cluster_m3,peso_total_cluster_kg,num_rutas_cluster,km_totales_cluster,ruta_id,ruta,num_clientes,volumen_m3,peso_kg,km_ruta,tiempo_viaje_h,tiempo_servicio_h,descanso_h,tiempo_total_h,utilizacion_vol_pct,utilizacion_peso_pct
2026-12-03,AM,3,18,18.669,2831.125,3,72.842,3,"[0, 569, 1052, 0]",2,1.433,210.981,30.682,1.227,0.333,0.0,1.561,15.93,7.03
2026-12-03,PM,4,18,18.103,2579.202,3,67.423,1,"[0, 1939, 1924, 2177, 2166, 2160, 2158, 1549, 1583, 1744, 1871, 1834, 610, 258, 843, 0]",14,8.679,1337.417,17.258,0.697,2.333,0.0,3.03,96.44,44.58
2026-12-03,PM,4,18,18.103,2579.202,3,67.423,2,"[0, 594, 845, 169, 0]",3,5.565,753.462,22.715,0.909,0.5,0.0,1.409,61.84,25.12
2026-12-03,PM,4,18,18.103,2579.202,3,67.423,3,"[0, 187, 0]",1,3.859,488.323,27.45,1.098,0.167,0.0,1.265,42.87,16.28
2026-12-03,PM,5,12,11.092,1617.008,2,32.038,1,"[0, 2191, 1968, 1970, 1991, 1999, 2003, 2009, 1891, 878, 886, 596, 0]",11,8.929,1378.869,13.012,0.52,1.833,0.0,2.354,99.21,45.96
2026-12-03,PM,5,12,11.092,1617.008,2,32.038,2,"[0, 1034, 0]",1,2.163,238.139,19.026,0.761,0.167,0.0,0.928,24.04,7.94
2026-12-04,AM,2,18,22.508,3255.082,3,90.51,1,"[0, 637, 659, 674, 1318, 2119, 495, 520, 2028, 1493, 102, 0]",10,8.873,1249.646,19.346,0.774,1.667,0.0,2.441,98.59,41.65
2026-12-04,AM,2,18,22.508,3255.082,3,90.51,2,"[0, 148, 113, 980, 1107, 1382, 0]",5,8.073,1145.405,29.176,1.167,0.833,0.0,2.0,89.7,38.18
2026-12-04,AM,2,18,22.508,3255.082,3,90.51,3,"[0, 984, 2255, 433, 0]",3,5.561,860.031,41.988,1.68,0.5,0.0,2.18,61.79,28.67
2026-12-04,AM,3,18,23.955,3469.237,3,91.96,1,"[0, 491, 1512, 1535, 961, 709, 719, 1326, 571, 1260, 1058, 0]",10,8.916,1404.644,32.075,1.283,1.667,0.0,2.95,99.06,46.82
2026-12-04,AM,3,18,23.955,3469.237,3,91.96,2,"[0, 194, 1290, 124, 22, 0]",4,8.818,1242.111,27.67,1.107,0.667,0.0,1.773,97.98,41.4
2026-12-04,AM,3,18,23.955,3469.237,3,91.96,3,"[0, 427, 420, 134, 137, 0]",4,6.222,822.482,32.215,1.289,0.667,0.0,1.955,69.13,27.42
2026-12-04,AM,5,18,24.725,3494.16,3,47.801,1,"[0, 642, 1922, 1912, 2139, 1750, 605, 0]",6,8.965,1242.217,15.003,0.601,1.0,0.0,1.601,99.61,41.41
2026-12-04,AM,5,18,24.725,3494.16,3,47.801,2,"[0, 1724, 1733, 1738, 1805, 612, 0]",5,8.829,1187.227,14.881,0.595,0.833,0.0,1.429,98.1,39.57
2026-12-04,AM,5,18,24.725,3494.16,3,47.801,3,"[0, 1847, 1081, 597, 603, 614, 854, 269, 0]",7,6.932,1064.716,17.917,0.717,1.167,0.0,1.883,77.02,35.49
2026-12-04,PM,1,18,16.588,2384.916,2,94.859,1,"[0, 200, 45, 344, 345, 463, 54, 1159, 198, 1468, 1447, 1427, 2106, 772, 0]",13,8.918,1429.829,48.831,2.089,2.167,0.5,4.756,99.08,47.66
2026-12-04,PM,1,18,16.588,2384.916,2,94.859,2,"[0, 812, 340, 361, 460, 446, 0]",5,7.671,955.087,46.028,1.841,0.833,0.0,2.674,85.23,31.84
2026-12-04,PM,4,18,18.222,2842.042,3,73.04,1,"[0, 1619, 1669, 1670, 2162, 1772, 1793, 1544, 1571, 1572, 536, 172, 0]",11,8.98,1403.882,22.386,0.895,1.833,0.0,2.729,99.77,46.8
2026-12-04,PM,4,18,18.222,2842.042,3,73.04,2,"[0, 1574, 1587, 1697, 304, 257, 173, 0]",6,7.681,1223.111,22.16,0.886,1.0,0.0,1.886,85.34,40.77
2026-12-04,PM,4,18,18.222,2842.042,3,73.04,3,"[0, 191, 0]",1,1.561,215.049,28.494,1.14,0.167,0.0,1.306,17.35,7.17
2026-12-04,PM,6,12,12.638,1747.75,2,38.417,1,"[0, 648, 1944, 1945, 1994, 2013, 1864, 1880, 619, 586, 0]",9,8.035,1126.99,14.291,0.572,1.5,0.0,2.072,89.28,37.57
2026-12-04,PM,6,12,12.638,1747.75,2,38.417,2,"[0, 1350, 1025, 1055, 0]",3,4.603,620.76,24.126,0.965,0.5,0.0,1.465,51.14,20.69
2026-12-05,AM,1,18,22.886,3236.233,3,98.949,1,"[0, 1444, 1459, 210, 1908, 929, 920, 67, 46, 475, 0]",9,8.979,1367.811,31.088,1.244,1.5,0.0,2.744,99.77,45.59
2026-12-05,AM,1,18,22.886,3236.233,3,98.949,2,"[0, 1844, 93, 1152, 340, 363, 1168, 0]",6,8.616,1237.075,38.51,1.55,1.0,0.0,2.55,95.73,41.24
2026-12-05,AM,1,18,22.886,3236.233,3,98.949,3,"[0, 476, 91, 371, 0]",3,5.291,631.347,29.351,1.174,0.5,0.0,1.674,58.79,21.04
2026-12-05,AM,2,18,23.942,3502.905,3,99.721,1,"[0, 2117, 2125, 515, 121, 148, 2234, 2206, 744, 0]",8,8.956,1297.037,36.154,1.446,1.333,0.0,2.779,99.52,43.23
2026-12-05,AM,2,18,23.942,3502.905,3,99.721,2,"[0, 777, 787, 799, 812, 1496, 1182, 751, 0]",7,8.659,1269.385,28.954,1.17,1.167,0.0,2.337,96.21,42.31
2026-12-05,AM,2,18,23.942,3502.905,3,99.721,3,"[0, 1331, 745, 2253, 0]",3,6.327,936.483,34.613,1.385,0.5,0.0,1.885,70.3,31.22
2026-12-05,AM,4,18,25.714,3408.032,3,66.9,1,"[0, 1599, 1634, 1636, 1656, 715, 541, 25, 0]",7,8.95,1222.054,24.787,0.991,1.167,0.0,2.158,99.45,40.74
2026-12-05,AM,4,18,25.714,3408.032,3,66.9,2,"[0, 1642, 492, 2043, 1507, 1536, 0]",5,8.604,1128.067,9.806,0.392,0.833,0.0,1.226,95.6,37.6
2026-12-05,AM,4,18,25.714,3408.032,3,66.9,3,"[0, 2018, 701, 1097, 546, 137, 1294, 0]",6,8.16,1057.911,32.307,1.292,1.0,0.0,2.292,90.66,35.26
2026-12-05,AM,6,18,24.156,3512.663,3,46.585,1,"[0, 642, 2175, 2077, 1933, 1950, 2076, 1879, 1883, 1817, 0]",9,8.623,1349.641,9.097,0.364,1.5,0.0,1.864,95.81,44.99
2026-12-05,AM,6,18,24.156,3512.663,3,46.585,2,"[0, 1979, 1866, 1877, 894, 0]",4,8.865,1188.774,10.638,0.426,0.667,0.0,1.092,98.5,39.63
2026-12-05,AM,6,18,24.156,3512.663,3,46.585,3,"[0, 1843, 525, 816, 819, 1074, 0]",5,6.668,974.248,26.85,1.074,0.833,0.0,1.907,74.09,32.47
2026-12-05,PM,3,18,14.617,2023.45,2,50.731,1,"[0, 638, 650, 654, 666, 669, 676, 691, 2037, 2073, 0]",9,8.964,1212.102,12.011,0.48,1.5,0.0,1.98,99.6,40.4
2026-12-05,PM,3,18,14.617,2023.45,2,50.731,2,"[0, 494, 2074, 2024, 2222, 986, 1008, 36, 29, 425, 0]",9,5.652,811.348,38.72,1.549,1.5,0.0,3.049,62.8,27.04
2026-12-05,PM,5,18,18.049,2548.32,3,57.44,1,"[0, 1641, 2168, 1773, 1780, 1795, 1799, 1804, 1686, 1714, 180, 0]",10,8.979,1332.725,25.237,1.009,1.667,0.0,2.676,99.77,44.42
2026-12-05,PM,5,18,18.049,2548.32,3,57.44,2,"[0, 1793, 1705, 1741, 1747, 1964, 312, 259, 0]",7,8.354,1112.142,12.347,0.494,1.167,0.0,1.661,92.82,37.07
2026-12-05,PM,5,18,18.049,2548.32,3,57.44,3,"[0, 1216, 0]",1,0.716,103.453,19.856,0.794,0.167,0.0,0.961,7.96,3.45
2026-12-05,PM,7,7,8.136,1115.195,1,13.394,1,"[0, 224, 243, 948, 882, 607, 615, 623, 0]",7,8.136,1115.195,13.394,0.536,1.167,0.0,1.702,90.4,37.17
2026-12-06,AM,1,18,16.039,2362.935,2,56.654,1,"[0, 1426, 1435, 1449, 1463, 917, 858, 65, 62, 69, 1148, 343, 346, 1245, 1406, 0]",14,8.733,1410.809,27.432,1.097,2.333,0.0,3.431,97.03,47.03
2026-12-06,AM,1,18,16.039,2362.935,2,56.654,2,"[0, 71, 355, 448, 453, 0]",4,7.307,952.126,29.222,1.169,0.667,0.0,1.836,81.19,31.74
2026-12-06,AM,2,18,18.871,2771.783,3,75.419,1,"[0, 649, 684, 1313, 507, 119, 153, 2241, 2242, 2246, 2195, 749, 774, 0]",12,8.656,1387.778,35.257,1.41,2.0,0.0,3.41,96.18,46.26
2026-12-06,AM,2,18,18.871,2771.783,3,75.419,2,"[0, 1336, 798, 808, 1182, 793, 0]",5,6.956,997.065,25.78,1.031,0.833,0.0,1.865,77.29,33.24
2026-12-06,AM,2,18,18.871,2771.783,3,75.419,3,"[0, 943, 0]",1,3.259,386.94,14.382,0.575,0.167,0.0,0.742,36.21,12.9
2026-12-06,AM,3,18,20.509,2995.7,3,83.98,1,"[0, 1596, 1594, 519, 531, 691, 695, 2039, 2049, 2059, 0]",9,8.563,1246.991,13.759,0.55,1.5,0.0,2.05,95.14,41.57
2026-12-06,AM,3,18,20.509,2995.7,3,83.98,2,"[0, 2071, 840, 111, 996, 1178, 1014, 1118, 0]",7,8.605,1311.662,35.894,1.436,1.167,0.0,2.602,95.61,43.72
2026-12-06,AM,3,18,20.509,2995.7,3,83.98,3,"[0, 1130, 1265, 0]",2,3.342,437.047,34.327,1.373,0.333,0.0,1.706,37.13,14.57
2026-12-06,AM,5,18,20.987,2983.689,3,68.864,1,"[0, 2135, 2140, 1583, 1561, 1799, 1775, 1703, 625, 0]",8,8.952,1312.286,14.876,0.597,1.333,0.0,1.93,99.47,43.74
2026-12-06,AM,5,18,20.987,2983.689,3,68.864,2,"[0, 1695, 1721, 1722, 616, 626, 257, 263, 175, 1063, 0]",9,7.702,1217.82,26.326,1.053,1.5,0.0,2.553,85.58,40.59
2026-12-06,AM,5,18,20.987,2983.689,3,68.864,3,"[0, 189, 0]",1,4.332,453.583,27.662,1.106,0.167,0.0,1.273,48.14,15.12
2026-12-06,PM,4,18,17.78,2735.33,2,36.492,1,"[0, 1644, 1597, 1623, 1655, 1661, 1417, 1554, 1537, 700, 709, 717, 738, 0]",12,8.899,1342.027,11.515,0.461,2.0,0.0,2.461,98.88,44.73
2026-12-06,PM,4,18,17.78,2735.33,2,36.492,2,"[0, 1321, 1328, 1236, 549, 7, 170, 0]",6,8.881,1393.303,24.977,0.999,1.0,0.0,1.999,98.68,46.44
2026-12-06,PM,6,18,21.15,3094.913,3,30.645,1,"[0, 648, 639, 2150, 2146, 1936, 1905, 1959, 1989, 2011, 1981, 0]",10,8.999,1320.476,8.18,0.328,1.667,0.0,1.995,99.98,44.02
2026-12-06,PM,6,18,21.15,3094.913,3,30.645,2,"[0, 1854, 1863, 1878, 1829, 1835, 0]",5,8.995,1321.488,8.767,0.351,0.833,0.0,1.184,99.95,44.05
2026-12-06,PM,6,18,21.15,3094.913,3,30.645,3,"[0, 1830, 1129, 609, 0]",3,3.156,452.949,13.698,0.548,0.5,0.0,1.048,35.07,15.1
2026-12-06,PM,7,5,4.621,683.584,1,18.836,1,"[0, 235, 245, 872, 1355, 1026, 0]",5,4.621,683.584,18.836,0.753,0.833,0.0,1.587,51.35,22.79
2026-12-07,AM,1,18,20.79,3034.582,3,90.903,1,"[0, 1037, 1193, 329, 76, 85, 87, 351, 363, 366, 443, 0]",10,8.288,1209.318,32.318,1.293,1.667,0.0,2.959,92.09,40.31
2026-12-07,AM,1,18,20.79,3034.582,3,90.903,2,"[0, 368, 467, 441, 466, 471, 0]",5,8.685,1292.613,28.939,1.158,0.833,0.0,1.991,96.5,43.09
2026-12-07,AM,1,18,20.79,3034.582,3,90.903,3,"[0, 469, 377, 379, 0]",3,3.817,532.651,29.646,1.186,0.5,0.0,1.686,42.41,17.76
2026-12-07,AM,2,18,27.018,3712.685,4,130.021,1,"[0, 930, 944, 1168, 1457, 1437, 1430, 640, 678, 2120, 2129, 782, 0]",11,8.496,1275.656,41.898,1.743,1.833,0.0,3.576,94.4,42.52
2026-12-07,AM,2,18,27.018,3712.685,4,130.021,2,"[0, 205, 1144, 2, 0]",3,8.042,993.393,38.842,1.554,0.5,0.0,2.054,89.36,33.11
2026-12-07,AM,2,18,27.018,3712.685,4,130.021,3,"[0, 107, 1501, 804, 0]",3,7.618,1099.087,25.861,1.034,0.5,0.0,1.534,84.65,36.64
2026-12-07,AM,2,18,27.018,3712.685,4,130.021,4,"[0, 746, 0]",1,2.862,344.549,23.42,0.937,0.167,0.0,1.103,31.8,11.48
2026-12-07,AM,3,18,29.621,4451.258,4,95.519,1,"[0, 2089, 1761, 1765, 498, 691, 976, 0]",6,8.934,1331.506,18.4,0.736,1.0,0.0,1.736,99.27,44.38
2026-12-07,AM,3,18,29.621,4451.258,4,95.519,2,"[0, 535, 2030, 2031, 970, 2221, 2233, 0]",6,8.693,1273.474,19.827,0.793,1.0,0.0,1.793,96.59,42.45
2026-12-07,AM,3,18,29.621,4451.258,4,95.519,3,"[0, 2196, 998, 1002, 1001, 0]",4,7.622,1167.758,24.55,0.982,0.667,0.0,1.649,84.69,38.93
2026-12-07,AM,3,18,29.621,4451.258,4,95.519,4,"[0, 422, 426, 0]",2,4.371,678.52,32.742,1.31,0.333,0.0,1.643,48.57,22.62
2026-12-07,AM,5,18,24.672,3490.811,3,70.461,1,"[0, 2142, 1754, 1567, 1572, 1804, 1085, 608, 621, 625, 181, 0]",10,8.936,1310.428,25.153,1.006,1.667,0.0,2.673,99.29,43.68
2026-12-07,AM,5,18,24.672,3490.811,3,70.461,2,"[0, 303, 599, 616, 1305, 260, 0]",5,8.901,1183.858,16.386,0.655,0.833,0.0,1.489,98.9,39.46
2026-12-07,AM,5,18,24.672,3490.811,3,70.461,3,"[0, 266, 176, 1218, 0]",3,6.836,996.525,28.922,1.157,0.5,0.0,1.657,75.95,33.22
2026-12-07,PM,4,18,24.611,3319.486,3,72.655,1,"[0, 2083, 1599, 1628, 1673, 1677, 1685, 1417, 559, 407, 0]",9,8.805,1198.915,28.732,1.149,1.5,0.0,2.649,97.84,39.96
2026-12-07,PM,4,18,24.611,3319.486,3,72.655,2,"[0, 2159, 1535, 697, 1087, 0]",4,8.81,1220.554,16.105,0.644,0.667,0.0,1.311,97.89,40.69
2026-12-07,PM,4,18,24.611,3319.486,3,72.655,3,"[0, 709, 1084, 1095, 408, 126, 0]",5,6.995,900.017,27.818,1.113,0.833,0.0,1.946,77.73,30.0
2026-12-07,PM,6,18,17.864,2802.088,3,67.218,1,"[0, 2150, 2188, 1917, 1922, 1989, 1992, 1987, 1857, 1888, 1831, 850, 0]",11,8.499,1384.947,16.112,0.644,1.833,0.0,2.478,94.44,46.16
2026-12-07,PM,6,18,17.864,2802.088,3,67.218,2,"[0, 1893, 1896, 1834, 588, 278, 1066, 0]",6,8.323,1251.272,25.25,1.01,1.0,0.0,2.01,92.48,41.71
2026-12-07,PM,6,18,17.864,2802.088,3,67.218,3,"[0, 1071, 0]",1,1.041,165.869,25.856,1.034,0.167,0.0,1.201,11.57,5.53
2026-12-07,PM,7,5,5.07,734.959,1,15.158,1,"[0, 648, 239, 2004, 911, 813, 0]",5,5.07,734.959,15.158,0.606,0.833,0.0,1.44,56.33,24.5
2026-12-08,AM,1,18,19.813,3027.867,3,88.22,1,"[0, 1426, 958, 1024, 49, 316, 331, 474, 1161, 464, 0]",9,8.848,1348.772,33.052,1.322,1.5,0.0,2.822,98.31,44.96
2026-12-08,AM,1,18,19.813,3027.867,3,88.22,2,"[0, 322, 74, 101, 82, 476, 479, 0]",6,8.763,1234.441,25.577,1.023,1.0,0.0,2.023,97.36,41.15
2026-12-08,AM,1,18,19.813,3027.867,3,88.22,3,"[0, 1174, 449, 446, 0]",3,2.203,444.654,29.591,1.184,0.5,0.0,1.684,24.47,14.82
2026-12-08,AM,3,18,17.133,2618.052,2,64.856,1,"[0, 534, 2029, 2046, 2054, 2057, 2071, 968, 1494, 2199, 983, 11, 32, 387, 0]",13,8.718,1354.416,31.023,1.253,2.167,0.0,3.42,96.87,45.15
2026-12-08,AM,3,18,17.133,2618.052,2,64.856,2,"[0, 969, 406, 390, 418, 431, 0]",5,8.415,1263.636,33.833,1.353,0.833,0.0,2.187,93.5,42.12
2026-12-08,AM,4,18,23.405,3263.514,3,69.416,1,"[0, 1607, 1631, 1671, 1678, 1680, 1684, 1285, 1529, 0]",8,8.812,1365.99,9.145,0.366,1.333,0.0,1.699,97.91,45.53
2026-12-08,AM,4,18,23.405,3263.514,3,69.416,2,"[0, 706, 722, 1325, 1086, 1092, 1255, 1058, 0]",7,7.857,1050.764,32.118,1.285,1.167,0.0,2.451,87.3,35.03
2026-12-08,AM,4,18,23.405,3263.514,3,69.416,3,"[0, 573, 126, 131, 0]",3,6.736,846.76,28.153,1.126,0.5,0.0,1.626,74.85,28.23
2026-12-08,AM,5,18,18.117,2776.18,3,72.636,1,"[0, 2159, 2025, 527, 537, 489, 1546, 1787, 1794, 1696, 1708, 1727, 166, 0]",12,8.915,1560.764,20.771,0.831,2.0,0.0,2.831,99.06,52.03
2026-12-08,AM,5,18,18.117,2776.18,3,72.636,2,"[0, 1735, 1399, 299, 255, 176, 0]",5,7.752,1009.324,23.577,0.943,0.833,0.0,1.776,86.14,33.64
2026-12-08,AM,5,18,18.117,2776.18,3,72.636,3,"[0, 190, 0]",1,1.449,206.092,28.288,1.132,0.167,0.0,1.298,16.1,6.87
2026-12-08,PM,2,18,15.397,2549.179,2,61.331,1,"[0, 678, 1315, 2107, 1610, 1612, 513, 508, 1281, 1210, 0]",9,8.917,1445.039,21.583,0.863,1.5,0.0,2.363,99.08,48.17
2026-12-08,PM,2,18,15.397,2549.179,2,61.331,2,"[0, 1433, 1435, 1459, 920, 112, 2237, 2240, 2243, 792, 0]",9,6.48,1104.14,39.748,1.59,1.5,0.0,3.09,72.0,36.8
2026-12-08,PM,6,18,17.399,2751.329,2,46.969,1,"[0, 2157, 2169, 2181, 1903, 1911, 1832, 1811, 1815, 1817, 1847, 843, 272, 284, 0]",13,8.556,1511.759,21.196,0.848,2.167,0.0,3.015,95.07,50.39
2026-12-08,PM,6,18,17.399,2751.329,2,46.969,2,"[0, 1821, 1834, 282, 1069, 1070, 0]",5,8.843,1239.57,25.773,1.031,0.833,0.0,1.864,98.26,41.32
2026-12-08,PM,7,18,18.044,2710.265,3,46.963,1,"[0, 1925, 1927, 1928, 1930, 1953, 1967, 1972, 1983, 1985, 2097, 0]",10,8.842,1380.17,8.336,0.333,1.667,0.0,2.0,98.25,46.01
2026-12-08,PM,7,18,18.044,2710.265,3,46.963,2,"[0, 949, 1994, 1870, 880, 881, 584, 585, 0]",7,6.109,958.842,14.197,0.571,1.167,0.0,1.738,67.88,31.96
2026-12-08,PM,7,18,18.044,2710.265,3,46.963,3,"[0, 1060, 0]",1,3.093,371.253,24.43,0.977,0.167,0.0,1.144,34.36,12.38
2026-12-08,PM,8,9,8.094,1222.169,1,20.282,1,"[0, 202, 231, 235, 238, 249, 1357, 1358, 1386, 1044, 0]",9,8.094,1222.169,20.282,0.811,1.5,0.0,2.311,89.94,40.74
2026-12-09,AM,2,18,21.409,2901.212,3,96.586,1,"[0, 682, 688, 2093, 2127, 2116, 2101, 1606, 1518, 771, 0]",9,8.765,1260.043,26.449,1.076,1.5,0.0,2.576,97.39,42.0
2026-12-09,AM,2,18,21.409,2901.212,3,96.586,2,"[0, 219, 804, 800, 1521, 107, 2242, 0]",6,7.983,1028.869,41.011,1.745,1.0,0.0,2.745,88.7,34.3
2026-12-09,AM,2,18,21.409,2901.212,3,96.586,3,"[0, 2238, 996, 1012, 0]",3,4.661,612.3,29.126,1.165,0.5,0.0,1.665,51.78,20.41
2026-12-09,AM,3,18,20.225,2745.812,3,92.762,1,"[0, 2080, 1531, 1478, 705, 711, 723, 966, 1126, 1102, 0]",9,8.849,1243.239,21.244,0.85,1.5,0.0,2.35,98.32,41.44
2026-12-09,AM,3,18,20.225,2745.812,3,92.762,2,"[0, 2040, 978, 563, 573, 396, 398, 402, 1105, 0]",8,8.821,1205.114,39.27,1.571,1.333,0.0,2.904,98.01,40.17
2026-12-09,AM,3,18,20.225,2745.812,3,92.762,3,"[0, 1018, 0]",1,2.555,297.459,32.248,1.29,0.167,0.0,1.457,28.39,9.92
2026-12-09,AM,4,18,20.898,3141.593,3,58.511,1,"[0, 645, 1632, 1657, 1665, 1682, 2155, 1553, 1800, 1080, 0]",9,8.993,1314.575,13.978,0.559,1.5,0.0,2.059,99.92,43.82
2026-12-09,AM,4,18,20.898,3141.593,3,58.511,2,"[0, 1577, 1804, 1687, 1517, 1539, 727, 1180, 0]",7,8.899,1342.579,23.872,0.955,1.167,0.0,2.122,98.87,44.75
2026-12-09,AM,4,18,20.898,3141.593,3,58.511,3,"[0, 734, 550, 0]",2,3.007,484.439,20.661,0.826,0.333,0.0,1.16,33.41,16.15
2026-12-09,PM,1,18,10.892,1788.203,2,61.422,1,"[0, 1454, 1455, 1465, 1474, 1401, 1201, 333, 347, 353, 1409, 366, 367, 369, 1172, 445, 0]",15,8.737,1408.253,31.789,1.276,2.5,0.0,3.776,97.07,46.94
2026-12-09,PM,1,18,10.892,1788.203,2,61.422,2,"[0, 1196, 485, 1413, 0]",3,2.156,379.95,29.633,1.185,0.5,0.0,1.685,23.95,12.66
2026-12-09,PM,5,18,20.073,3197.701,3,49.259,1,"[0, 2139, 2156, 2169, 2193, 2194, 1637, 1692, 597, 846, 0]",9,8.984,1493.084,16.016,0.641,1.5,0.0,2.141,99.82,49.77
2026-12-09,PM,5,18,20.073,3197.701,3,49.259,2,"[0, 1731, 1732, 1742, 1745, 1842, 593, 819, 273, 0]",8,8.271,1313.245,18.841,0.754,1.333,0.0,2.087,91.9,43.77
2026-12-09,PM,5,18,20.073,3197.701,3,49.259,3,"[0, 590, 0]",1,2.818,391.372,14.402,0.576,0.167,0.0,0.743,31.31,13.05
2026-12-09,PM,6,15,17.679,2384.45,2,26.669,1,"[0, 1933, 1945, 238, 960, 1369, 2004, 2010, 2012, 1856, 1836, 901, 855, 0]",12,8.813,1247.594,13.347,0.534,2.0,0.0,2.534,97.92,41.59
2026-12-09,PM,6,15,17.679,2384.45,2,26.669,2,"[0, 1815, 902, 619, 0]",3,8.866,1136.856,13.322,0.533,0.5,0.0,1.033,98.51,37.9
2026-12-10,AM,1,18,16.479,2398.137,2,54.709,1,"[0, 1421, 1444, 1458, 247, 201, 1364, 328, 69, 68, 1200, 47, 1191, 0]",12,8.63,1250.207,24.578,0.994,2.0,0.0,2.994,95.88,41.67
2026-12-10,AM,1,18,16.479,2398.137,2,54.709,2,"[0, 1132, 1156, 1171, 373, 466, 378, 0]",6,7.849,1147.93,30.131,1.205,1.0,0.0,2.205,87.21,38.26
2026-12-10,AM,3,18,20.202,2992.144,3,81.378,1,"[0, 682, 2093, 1760, 520, 528, 1481, 2048, 979, 984, 0]",9,8.975,1486.977,20.508,0.82,1.5,0.0,2.32,99.72,49.57
2026-12-10,AM,3,18,20.202,2992.144,3,81.378,2,"[0, 2065, 2210, 2231, 981, 149, 1117, 1119, 1008, 0]",8,7.824,1065.519,32.386,1.295,1.333,0.0,2.629,86.94,35.52
2026-12-10,AM,3,18,20.202,2992.144,3,81.378,3,"[0, 1013, 0]",1,3.402,439.648,28.484,1.139,0.167,0.0,1.306,37.8,14.65
2026-12-10,AM,4,18,19.204,3094.507,3,88.731,1,"[0, 2086, 1593, 1590, 492, 691, 693, 698, 988, 540, 563, 560, 0]",11,8.815,1655.42,25.135,1.005,1.833,0.0,2.839,97.95,55.18
2026-12-10,AM,4,18,19.204,3094.507,3,88.731,2,"[0, 1099, 544, 569, 21, 388, 0]",5,7.77,1058.7,29.164,1.167,0.833,0.0,2.0,86.34,35.29
2026-12-10,AM,4,18,19.204,3094.507,3,88.731,3,"[0, 1057, 424, 0]",2,2.618,380.387,34.432,1.377,0.333,0.0,1.711,29.09,12.68
2026-12-10,AM,6,18,22.928,3382.393,3,58.805,1,"[0, 2133, 2193, 1577, 1572, 1792, 1783, 1710, 1749, 1230, 264, 276, 164, 0]",12,8.751,1459.603,20.454,0.82,2.0,0.0,2.82,97.24,48.65
2026-12-10,AM,6,18,22.928,3382.393,3,58.805,2,"[0, 1708, 1738, 300, 0]",3,8.93,1073.491,12.026,0.481,0.5,0.0,0.981,99.22,35.78
2026-12-10,AM,6,18,22.928,3382.393,3,58.805,3,"[0, 258, 6, 183, 0]",3,5.247,849.299,26.325,1.053,0.5,0.0,1.553,58.3,28.31
2026-12-10,PM,2,18,18.135,2641.057,3,79.947,1,"[0, 635, 641, 650, 2108, 2126, 2131, 2098, 1283, 812, 0]",9,8.951,1309.85,18.558,0.742,1.5,0.0,2.242,99.45,43.66
2026-12-10,PM,2,18,18.135,2641.057,3,79.947,2,"[0, 211, 1187, 1605, 1777, 2100, 761, 1506, 2, 0]",8,8.655,1258.786,46.617,2.054,1.333,0.5,3.887,96.17,41.96
