fecha,ventana,cluster_id_dia,n_nodos,volumen_total_cluster_m3,peso_total_cluster_kg,num_rutas,km_totales,tiempo_solver_seg
2026-12-16,AM,4,18,19.558,2856.019,3,97.869,0.041
2026-12-16,AM,5,18,18.776,2603.513,3,90.945,0.045
2026-12-16,AM,6,18,21.887,3469.811,3,63.951,0.044
2026-12-16,PM,3,18,15.389,2402.057,2,64.042,0.044
2026-12-16,PM,7,18,13.867,2145.71,2,48.351,0.048
2026-12-16,PM,8,18,23.412,3184.407,3,31.738,0.04
2026-12-16,PM,9,8,6.711,1307.679,1,21.404,0.037
2026-12-17,AM,1,18,21.087,3040.577,3,88.073,0.043
2026-12-17,AM,4,18,18.934,2801.496,3,96.624,0.041
2026-12-17,AM,5,18,19.471,2974.078,3,94.487,0.045
2026-12-17,AM,6,18,21.754,3440.171,3,67.217,0.042
2026-12-17,AM,9,18,22.307,3140.662,3,28.532,0.041
2026-12-17,PM,2,18,17.48,2743.126,2,93.49,0.046
2026-12-17,PM,3,18,19.597,3007.54,3,58.758,0.042
2026-12-17,PM,7,18,19.927,2897.717,3,39.219,0.04
2026-12-17,PM,8,18,14.554,2176.924,2,43.438,0.044
2026-12-18,AM,4,18,23.855,3393.012,3,70.97,0.039
2026-12-18,AM,6,18,22.921,3507.188,3,79.081,0.041
2026-12-18,AM,7,18,24.498,3562.402,3,84.629,0.045
2026-12-18,AM,8,18,24.592,3287.326,3,43.236,0.041
2026-12-18,AM,9,18,30.3,4220.165,4,35.904,0.041
2026-12-18,PM,1,18,16.737,2598.724,2,57.477,0.048
2026-12-18,PM,10,15,17.18,2512.616,2,41.309,0.043
2026-12-18,PM,2,18,15.459,2345.897,2,84.966,0.046
2026-12-18,PM,3,18,15.557,2481.086,2,62.721,0.044
2026-12-18,PM,5,18,13.805,2048.719,2,53.261,0.046
2026-12-19,AM,1,18,29.423,4005.351,4,103.751,0.039
2026-12-19,AM,2,18,21.311,3190.808,3,95.446,0.044
2026-12-19,AM,4,18,20.353,2768.703,3,80.959,0.043
2026-12-19,AM,5,18,22.94,3461.481,3,75.084,0.044
2026-12-19,PM,3,18,13.46,1936.281,2,66.402,0.045
2026-12-19,PM,6,18,19.284,2801.509,3,57.866,0.043
2026-12-19,PM,7,18,18.157,2792.097,3,55.997,0.043
2026-12-19,PM,8,16,9.426,1530.34,2,44.621,0.048
2026-12-20,AM,1,18,22.546,3342.45,3,98.643,0.045
2026-12-20,AM,2,18,18.826,2606.442,3,107.835,0.044
2026-12-20,AM,3,18,22.445,3213.042,3,87.581,0.043
2026-12-20,AM,4,18,23.437,3341.983,3,74.875,0.041
2026-12-20,PM,5,18,17.04,2695.147,2,32.709,0.044
2026-12-20,PM,6,18,16.598,2372.696,2,33.807,0.043
2026-12-20,PM,7,4,2.326,352.206,1,19.493,0.035
2026-12-21,AM,1,18,20.177,2751.309,3,88.114,0.045
2026-12-21,AM,3,18,18.402,2729.166,3,89.187,0.053
2026-12-21,AM,4,18,22.058,3116.905,3,94.726,0.045
2026-12-21,AM,5,18,21.195,3141.503,3,81.388,0.042
2026-12-21,AM,8,18,26.121,3514.715,3,40.637,0.042
2026-12-21,PM,2,18,18.578,2827.137,3,78.225,0.042
2026-12-21,PM,6,18,19.896,2784.341,3,72.428,0.043
2026-12-21,PM,7,18,20.012,2951.326,3,62.174,0.042
2026-12-21,PM,9,17,14.51,2484.534,2,39.635,0.045
2026-12-22,AM,1,18,14.891,2417.659,2,56.701,0.044
2026-12-22,AM,2,18,17.869,2720.924,2,111.428,0.045
2026-12-22,AM,3,18,33.797,4688.253,4,83.306,0.04
2026-12-22,AM,4,18,16.619,2415.682,2,65.76,0.046
2026-12-22,PM,5,18,15.321,2294.049,2,46.456,0.044
2026-12-22,PM,6,18,16.378,2393.576,2,41.551,0.042
2026-12-22,PM,7,14,16.613,2297.161,2,29.371,0.04
2026-12-23,AM,1,18,13.019,2018.241,2,60.537,0.052
2026-12-23,AM,2,18,19.871,3067.33,3,110.242,0.041
2026-12-23,AM,3,18,17.871,2740.681,2,70.53,0.044
2026-12-23,AM,4,18,13.323,2044.9,2,67.029,0.063
2026-12-23,PM,5,18,15.315,2414.425,2,37.312,0.045
2026-12-23,PM,6,18,17.077,2700.258,2,38.598,0.042
2026-12-23,PM,7,18,18.4,2779.909,3,42.282,0.043
2026-12-23,PM,8,6,4.226,745.85,1,19.113,0.037
2026-12-24,AM,1,18,20.844,3157.043,3,92.538,0.044
2026-12-24,AM,3,18,22.454,3279.865,3,80.371,0.044
2026-12-24,AM,4,18,32.784,4149.944,4,53.948,0.04
2026-12-24,PM,2,18,20.318,2808.262,3,93.104,0.043
2026-12-24,PM,5,17,13.313,1930.158,2,28.14,0.044
2026-12-25,AM,3,18,26.726,3763.831,4,104.271,0.042
2026-12-25,AM,4,18,23.356,3210.316,3,78.715,0.048
2026-12-25,AM,6,18,26.62,3515.704,4,93.75,0.037
2026-12-25,AM,7,18,25.1,3479.813,3,50.28,0.055
2026-12-25,PM,1,18,18.09,2498.896,3,82.301,0.042
2026-12-25,PM,2,18,14.726,2297.284,2,69.507,0.058
2026-12-25,PM,5,18,22.925,3095.725,3,96.716,0.039
2026-12-25,PM,8,15,18.355,2840.887,3,54.378,0.038
2026-12-26,AM,1,18,19.618,3199.926,3,89.628,0.044
2026-12-26,AM,3,18,18.265,2603.86,3,97.854,0.044
2026-12-26,AM,4,18,21.474,3189.886,3,91.279,0.044
2026-12-26,AM,6,18,19.826,2770.386,3,64.036,0.044
2026-12-26,AM,7,18,23.564,3303.662,3,39.042,0.04
2026-12-26,PM,10,2,2.117,305.334,1,14.608,0.035
2026-12-26,PM,2,18,15.532,2446.735,2,66.681,0.043
2026-12-26,PM,5,18,16.62,2412.062,2,56.083,0.043
2026-12-26,PM,8,18,18.548,2637.123,3,54.252,0.042
2026-12-26,PM,9,18,20.447,2983.277,3,44.561,0.043
2026-12-27,AM,1,18,23.273,3456.261,3,82.346,0.043
2026-12-27,AM,2,18,23.004,3363.07,3,106.315,0.045
2026-12-27,AM,4,18,18.561,2975.99,3,100.767,0.042
2026-12-27,AM,6,18,24.96,3517.718,3,60.693,0.043
2026-12-27,PM,3,18,13.401,2164.922,2,64.827,0.046
2026-12-27,PM,5,18,17.72,2818.548,2,46.386,0.043
2026-12-27,PM,7,18,15.337,2430.227,2,29.863,0.042
2026-12-27,PM,8,18,18.843,2701.965,3,50.689,0.044
2026-12-28,AM,1,18,16.946,2649.861,2,52.377,0.045
2026-12-28,AM,2,18,16.074,2605.919,2,62.697,0.049
2026-12-28,AM,3,18,19.939,2736.947,3,77.366,0.043
2026-12-28,AM,4,18,16.136,2423.515,2,68.945,0.043
2026-12-28,AM,7,18,24.577,3433.107,3,60.133,0.042
2026-12-28,PM,5,18,15.58,2355.119,2,51.768,0.044
2026-12-28,PM,6,18,17.783,2718.054,3,53.063,0.042
2026-12-28,PM,8,18,18.098,2546.281,3,44.34,0.044
2026-12-28,PM,9,6,7.616,1147.639,1,21.864,0.038
2026-12-29,AM,1,18,25.955,3906.386,3,76.288,0.045
2026-12-29,AM,3,18,19.843,2762.326,3,81.372,0.044
2026-12-29,AM,4,18,15.515,2474.196,2,66.573,0.062
2026-12-29,AM,6,18,24.223,3553.893,3,40.047,0.04
2026-12-29,PM,2,18,17.701,2711.525,2,49.806,0.042
2026-12-29,PM,5,18,16.776,2554.451,2,41.372,0.05
2026-12-29,PM,7,13,10.638,1698.585,2,38.761,0.041
2026-12-30,AM,1,18,20.03,2903.105,3,88.803,0.044
2026-12-30,AM,2,18,20.787,2797.346,3,83.755,0.044
2026-12-30,AM,3,18,19.751,2765.322,3,96.858,0.048
2026-12-30,AM,6,18,21.08,3110.926,3,56.188,0.042
2026-12-30,PM,4,18,18.385,2622.046,3,85.176,0.044
2026-12-30,PM,5,18,15.083,2453.007,2,47.883,0.05
2026-12-30,PM,7,11,6.779,1044.056,1,20.064,0.041
2026-12-31,AM,1,18,20.655,3222.148,3,113.458,0.045
2026-12-31,AM,2,18,18.923,2695.804,3,84.571,0.045
2026-12-31,AM,3,18,16.78,2552.541,2,50.206,0.044
2026-12-31,PM,4,18,15.857,2174.787,2,43.027,0.047
2026-12-31,PM,5,18,18.429,2981.485,3,79.229,0.044
2026-12-31,PM,6,17,15.606,2079.015,2,19.392,0.044
2027-01-01,AM,1,18,22.115,2942.603,3,74.781,0.068
2027-01-01,AM,2,18,22.327,3283.297,3,102.82,0.041
2027-01-01,AM,3,18,20.209,2766.251,3,81.793,0.041
2027-01-01,PM,4,18,19.255,2996.969,3,41.932,0.042
2027-01-01,PM,5,18,13.274,1970.326,2,25.491,0.05
2027-01-01,PM,6,11,16.194,2488.894,2,26.864,0.04
2027-01-02,AM,1,18,16.054,2463.769,2,58.291,0.052
2027-01-02,AM,2,18,20.592,3059.322,3,76.097,0.044
2027-01-02,AM,4,18,17.997,2690.029,3,71.127,0.045
2027-01-02,AM,6,18,19.613,2802.927,3,49.654,0.044
2027-01-02,PM,3,18,13.156,2237.719,2,70.125,0.049
2027-01-02,PM,5,18,13.65,2203.32,2,43.033,0.044
2027-01-02,PM,7,18,11.51,1809.225,2,35.698,0.047
2027-01-02,PM,8,2,2.176,343.419,1,18.345,0.038
2027-01-03,AM,1,18,18.952,2879.416,3,121.173,0.049
2027-01-03,AM,3,18,26.632,3616.131,3,56.687,0.041
2027-01-03,PM,2,18,18.916,2923.071,3,68.161,0.043
2027-01-03,PM,4,14,17.479,2491.462,3,42.165,0.041
2027-01-04,AM,1,18,24.201,3340.327,3,122.124,0.042
2027-01-04,AM,2,18,15.379,2464.284,2,58.655,0.05
2027-01-04,PM,3,5,6.716,810.257,1,19.299,0.038
2027-01-05,AM,1,4,6.738,1045.815,1,21.387,0.036
