fecha,ventana,cluster_id_dia,ruta_id,orden_visita,node_id,es_deposito,km_ruta,tiempo_total_h,volumen_ruta_m3,peso_ruta_kg,tipo,direccion_original,direccion_normalizada,lat,lon
2026-12-03,AM,1,1,9,359,0,37.949,3.544,8.81,1234.21,cliente,Av. Kennedy 7331,AV. KENNEDY 7331,-33.3938224,-70.5593847
2026-12-03,AM,1,1,10,88,0,37.949,3.544,8.81,1234.21,cliente,Av. Apoquindo 7097,AV. APOQUINDO 7097,-33.4079671,-70.5555604
2026-12-03,AM,1,1,11,440,0,37.949,3.544,8.81,1234.21,cliente,Av. Las Condes 180,AV. LAS CONDES 180,-33.393217,-70.544274
2026-12-03,AM,1,1,12,466,0,37.949,3.544,8.81,1234.21,cliente,Av. Las Condes 599,AV. LAS CONDES 599,-33.38904613999576,-70.54005416426546
2026-12-03,AM,1,1,13,0,1,37.949,3.544,8.81,1234.21,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,11,1,0,0,1,16.055,2.142,8.944,1136.621,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,11,1,1,2158,0,16.055,2.142,8.944,1136.621,cliente,Calle Teatinos 4659,CALLE TEATINOS 4659,-33.436656955578805,-70.65568127045138
2026-12-03,AM,11,1,2,2160,0,16.055,2.142,8.944,1136.621,cliente,Calle Teatinos 5180,CALLE TEATINOS 5180,-33.436656955578805,-70.65568127045138
2026-12-03,AM,11,1,3,2166,0,16.055,2.142,8.944,1136.621,cliente,Calle Teatinos 6266,CALLE TEATINOS 6266,-33.436656955578805,-70.65568127045138
2026-12-03,AM,11,1,4,2177,0,16.055,2.142,8.944,1136.621,cliente,Calle Teatinos 7628,CALLE TEATINOS 7628,-33.436656955578805,-70.65568127045138
2026-12-03,AM,11,1,5,1834,0,16.055,2.142,8.944,1136.621,cliente,Calle Merced 6576,CALLE MERCED 6576,-33.43731790255185,-70.64174538474282
2026-12-03,AM,11,1,6,594,0,16.055,2.142,8.944,1136.621,cliente,Av. Manuel Montt 3031,AV. MANUEL MONTT 3031,-33.450409379191655,-70.61310094459272
2026-12-03,AM,11,1,7,610,0,16.055,2.142,8.944,1136.621,cliente,Av. Manuel Montt 5734,AV. MANUEL MONTT 5734,-33.450409379191655,-70.61310094459272
2026-12-03,AM,11,1,8,843,0,16.055,2.142,8.944,1136.621,cliente,Av. Pedro de Valdivia 8264,AV. PEDRO DE VALDIVIA 8264,-33.446682,-70.605953
2026-12-03,AM,11,1,9,845,0,16.055,2.142,8.944,1136.621,cliente,Av. Pedro de Valdivia 8517,AV. PEDRO DE VALDIVIA 8517,-33.446682,-70.605953
2026-12-03,AM,11,1,10,0,1,16.055,2.142,8.944,1136.621,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,12,1,0,0,1,11.111,2.444,8.516,1371.264,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,12,1,1,2191,0,11.111,2.444,8.516,1371.264,cliente,Calle Teatinos 975,CALLE TEATINOS 975,-33.432789157777776,-70.65576433999999
2026-12-03,AM,12,1,2,1924,0,11.111,2.444,8.516,1371.264,cliente,Calle Morandé 3761,CALLE MORANDÉ 3761,-33.43452185756808,-70.65443829443069
2026-12-03,AM,12,1,3,1939,0,11.111,2.444,8.516,1371.264,cliente,Calle Morandé 6751,CALLE MORANDÉ 6751,-33.43452185756808,-70.65443829443069
2026-12-03,AM,12,1,4,1968,0,11.111,2.444,8.516,1371.264,cliente,Calle San Antonio 2631,CALLE SAN ANTONIO 2631,-33.43487534738776,-70.64887247008978
2026-12-03,AM,12,1,5,1970,0,11.111,2.444,8.516,1371.264,cliente,Calle San Antonio 2929,CALLE SAN ANTONIO 2929,-33.43487534738776,-70.64887247008978
2026-12-03,AM,12,1,6,1991,0,11.111,2.444,8.516,1371.264,cliente,Calle San Antonio 6514,CALLE SAN ANTONIO 6514,-33.43487534738776,-70.64887247008978
2026-12-03,AM,12,1,7,1999,0,11.111,2.444,8.516,1371.264,cliente,Calle San Antonio 7911,CALLE SAN ANTONIO 7911,-33.43487534738776,-70.64887247008978
2026-12-03,AM,12,1,8,2003,0,11.111,2.444,8.516,1371.264,cliente,Calle San Antonio 8832,CALLE SAN ANTONIO 8832,-33.43487534738776,-70.64887247008978
2026-12-03,AM,12,1,9,2009,0,11.111,2.444,8.516,1371.264,cliente,Calle San Antonio 9379,CALLE SAN ANTONIO 9379,-33.43487534738776,-70.64887247008978
2026-12-03,AM,12,1,10,1871,0,11.111,2.444,8.516,1371.264,cliente,Calle Monjitas 4798,CALLE MONJITAS 4798,-33.436639090107406,-70.64200400967839
2026-12-03,AM,12,1,11,1891,0,11.111,2.444,8.516,1371.264,cliente,Calle Monjitas 7974,CALLE MONJITAS 7974,-33.436639090107406,-70.64200400967839
2026-12-03,AM,12,1,12,878,0,11.111,2.444,8.516,1371.264,cliente,Av. Providencia 4275,AV. PROVIDENCIA 4275,-33.435086638100124,-70.62889344723304
2026-12-03,AM,12,1,13,0,1,11.111,2.444,8.516,1371.264,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,2,1,0,0,1,24.249,1.97,8.773,1259.762,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,2,1,1,780,0,24.249,1.97,8.773,1259.762,cliente,Av. Pajaritos 5435,AV. PAJARITOS 5435,-33.473179228571425,-70.7378717755102
2026-12-03,AM,2,1,2,783,0,24.249,1.97,8.773,1259.762,cliente,Av. Pajaritos 5796,AV. PAJARITOS 5796,-33.488076083068606,-70.75138480605311
2026-12-03,AM,2,1,3,795,0,24.249,1.97,8.773,1259.762,cliente,Av. Pajaritos 7516,AV. PAJARITOS 7516,-33.488076083068606,-70.75138480605311
2026-12-03,AM,2,1,4,805,0,24.249,1.97,8.773,1259.762,cliente,Av. Pajaritos 9174,AV. PAJARITOS 9174,-33.488076083068606,-70.75138480605311
2026-12-03,AM,2,1,5,766,0,24.249,1.97,8.773,1259.762,cliente,Av. Pajaritos 3626,AV. PAJARITOS 3626,-33.4931941,-70.7560064
2026-12-03,AM,2,1,6,1960,0,24.249,1.97,8.773,1259.762,cliente,Calle San Antonio 1509,CALLE SAN ANTONIO 1509,-33.4302699,-70.7676359
2026-12-03,AM,2,1,7,0,1,24.249,1.97,8.773,1259.762,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,4,1,0,0,1,39.483,2.579,7.122,1104.336,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,4,1,1,665,0,39.483,2.579,7.122,1104.336,cliente,Av. Mapocho 6648,AV. MAPOCHO 6648,-33.432762,-70.686501
2026-12-03,AM,4,1,2,2126,0,39.483,2.579,7.122,1104.336,cliente,Calle Santo Domingo 9121,CALLE SANTO DOMINGO 9121,-33.438971360737774,-70.68787532598256
2026-12-03,AM,4,1,3,2052,0,39.483,2.579,7.122,1104.336,cliente,Calle San Diego 6019,CALLE SAN DIEGO 6019,-33.46971150355578,-70.64855318455172
2026-12-03,AM,4,1,4,112,0,39.483,2.579,7.122,1104.336,cliente,Av. Departamental 2287,AV. DEPARTAMENTAL 2287,-33.49774282013423,-70.67137071879195
2026-12-03,AM,4,1,5,2205,0,39.483,2.579,7.122,1104.336,cliente,Gran Avenida José Miguel Carrera 1084,GRAN AVENIDA JOSÉ MIGUEL CARRERA 1084,-33.5575823,-70.6779859
2026-12-03,AM,4,1,6,1124,0,39.483,2.579,7.122,1104.336,cliente,Av. Vicuña Mackenna 8405,AV. VICUÑA MACKENNA 8405,-33.53269003199999,-70.59448258
2026-12-03,AM,4,1,7,0,1,39.483,2.579,7.122,1104.336,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,6,1,0,0,1,28.438,2.138,8.316,1290.01,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,6,1,1,1593,0,28.438,2.138,8.316,1290.01,cliente,Calle Catedral 2615,CALLE CATEDRAL 2615,-33.4394687125,-70.67269285
2026-12-03,AM,6,1,2,1479,0,28.438,2.138,8.316,1290.01,cliente,Calle Arturo Prat 1187,CALLE ARTURO PRAT 1187,-33.460701875000005,-70.6473110625
2026-12-03,AM,6,1,3,569,0,28.438,2.138,8.316,1290.01,cliente,Av. Macul 7795,AV. MACUL 7795,-33.49707804581206,-70.59790889427815
2026-12-03,AM,6,1,4,1257,0,28.438,2.138,8.316,1290.01,cliente,Avenida La Florida 3026,AVENIDA LA FLORIDA 3026,-33.5158876737604,-70.58408346247862
2026-12-03,AM,6,1,5,380,0,28.438,2.138,8.316,1290.01,cliente,Av. La Florida 1002,AV. LA FLORIDA 1002,-33.519235429031845,-70.58115079491817
2026-12-03,AM,6,1,6,386,0,28.438,2.138,8.316,1290.01,cliente,Av. La Florida 2133,AV. LA FLORIDA 2133,-33.519235429031845,-70.58115079491817
2026-12-03,AM,6,1,7,0,1,28.438,2.138,8.316,1290.01,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,8,1,0,0,1,28.177,1.96,7.988,1160.855,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,8,1,1,536,0,28.177,1.96,7.988,1160.855,cliente,Av. Libertador Bernardo O Higgins 9819,AV. LIBERTADOR BERNARDO O HIGGINS 9819,-33.44378662227161,-70.65086273448715
2026-12-03,AM,8,1,2,297,0,28.177,1.96,7.988,1160.855,cliente,Av. Irarrázaval 6780,AV. IRARRÁZAVAL 6780,-33.45211752135792,-70.62996532946244
2026-12-03,AM,8,1,3,828,0,28.177,1.96,7.988,1160.855,cliente,Av. Pedro de Valdivia 4433,AV. PEDRO DE VALDIVIA 4433,-33.463943688,-70.606522622
2026-12-03,AM,8,1,4,1180,0,28.177,1.96,7.988,1160.855,cliente,Avenida Américo Vespucio 2389,AVENIDA AMÉRICO VESPUCIO 2389,-33.476078076363635,-70.57821195272727
2026-12-03,AM,8,1,5,1076,0,28.177,1.96,7.988,1160.855,cliente,Av. Tobalaba 9986,AV. TOBALABA 9986,-33.4912094,-70.556329
2026-12-03,AM,8,1,6,0,1,28.177,1.96,7.988,1160.855,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,10,1,0,0,1,27.452,1.598,5.641,803.161,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,10,1,1,1744,0,27.452,1.598,5.641,803.161,cliente,Calle Estado 8684,CALLE ESTADO 8684,-33.43949515564987,-70.64953513821996
2026-12-03,PM,10,1,2,258,0,27.452,1.598,5.641,803.161,cliente,Av. Irarrázaval 2033,AV. IRARRÁZAVAL 2033,-33.453654,-70.6098817
2026-12-03,PM,10,1,3,187,0,27.452,1.598,5.641,803.161,cliente,Av. Grecia 7712,AV. GRECIA 7712,-33.474217767999995,-70.55036291280001
2026-12-03,PM,10,1,4,0,1,27.452,1.598,5.641,803.161,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,13,1,0,0,1,19.136,1.265,3.319,404.192,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,13,1,1,886,0,19.136,1.265,3.319,404.192,cliente,Av. Providencia 4727,AV. PROVIDENCIA 4727,-33.435086638100124,-70.62889344723304
2026-12-03,PM,13,1,2,596,0,19.136,1.265,3.319,404.192,cliente,Av. Manuel Montt 401,AV. MANUEL MONTT 401,-33.432091364,-70.618345204
2026-12-03,PM,13,1,3,1034,0,19.136,1.265,3.319,404.192,cliente,Av. Tobalaba 3402,AV. TOBALABA 3402,-33.4315625,-70.5848894
2026-12-03,PM,13,1,4,0,1,19.136,1.265,3.319,404.192,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,3,1,0,0,1,27.021,1.914,7.692,1085.057,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,3,1,1,2108,0,27.021,1.914,7.692,1085.057,cliente,Calle Santo Domingo 6777,CALLE SANTO DOMINGO 6777,-33.438971360737774,-70.68787532598256
2026-12-03,PM,3,1,2,510,0,27.021,1.914,7.692,1085.057,cliente,Av. Libertador Bernardo O Higgins 4192,AV. LIBERTADOR BERNARDO O HIGGINS 4192,-33.4545525,-70.6933263
2026-12-03,PM,3,1,3,860,0,27.021,1.914,7.692,1085.057,cliente,Av. Providencia 178,AV. PROVIDENCIA 178,-33.4830035967742,-70.7436999967742
2026-12-03,PM,3,1,4,1491,0,27.021,1.914,7.692,1085.057,cliente,Calle Arturo Prat 2589,CALLE ARTURO PRAT 2589,-33.49913642756964,-70.72387225161702
2026-12-03,PM,3,1,5,744,0,27.021,1.914,7.692,1085.057,cliente,Av. Pajaritos 1016,AV. PAJARITOS 1016,-33.5179575,-70.7573922
2026-12-03,PM,3,1,6,0,1,27.021,1.914,7.692,1085.057,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,5,1,0,0,1,29.307,1.672,7.266,937.833,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,5,1,1,2068,0,29.307,1.672,7.266,937.833,cliente,Calle San Diego 9161,CALLE SAN DIEGO 9161,-33.46971150355578,-70.64855318455172
2026-12-03,PM,5,1,2,988,0,29.307,1.672,7.266,937.833,cliente,Av. Santa Rosa 5626,AV. SANTA ROSA 5626,-33.470603450000006,-70.6422032
2026-12-03,PM,5,1,3,418,0,29.307,1.672,7.266,937.833,cliente,Av. La Florida 7678,AV. LA FLORIDA 7678,-33.5223756,-70.5788854
2026-12-03,PM,5,1,4,0,1,29.307,1.672,7.266,937.833,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,7,1,0,0,1,30.93,2.571,6.083,1008.593,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,7,1,1,1630,0,30.93,2.571,6.083,1008.593,cliente,Calle Catedral 9181,CALLE CATEDRAL 9181,-33.438738201983064,-70.66443720992424
2026-12-03,PM,7,1,2,1661,0,30.93,2.571,6.083,1008.593,cliente,Calle Compañía de Jesús 5241,CALLE COMPAÑÍA DE JESÚS 5241,-33.439644149230105,-70.66251983715254
2026-12-03,PM,7,1,3,1483,0,30.93,2.571,6.083,1008.593,cliente,Calle Arturo Prat 175,CALLE ARTURO PRAT 175,-33.44686055,-70.64992026
2026-12-03,PM,7,1,4,1508,0,30.93,2.571,6.083,1008.593,cliente,Calle Arturo Prat 4852,CALLE ARTURO PRAT 4852,-33.452475519393765,-70.64863131734094
2026-12-03,PM,7,1,5,712,0,30.93,2.571,6.083,1008.593,cliente,Av. Matta 4672,AV. MATTA 4672,-33.45799120274538,-70.64211682398948
2026-12-03,PM,7,1,6,742,0,30.93,2.571,6.083,1008.593,cliente,Av. Matta 9543,AV. MATTA 9543,-33.45799120274538,-70.64211682398948
2026-12-03,PM,7,1,7,546,0,30.93,2.571,6.083,1008.593,cliente,Av. Macul 2508,AV. MACUL 2508,-33.47767395176471,-70.59879762117647
2026-12-03,PM,7,1,8,1052,0,30.93,2.571,6.083,1008.593,cliente,Av. Tobalaba 5892,AV. TOBALABA 5892,-33.5145717,-70.5596454
2026-12-03,PM,7,1,9,0,1,30.93,2.571,6.083,1008.593,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,9,1,0,0,1,22.278,1.891,5.859,935.032,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,9,1,1,1549,0,22.278,1.891,5.859,935.032,cliente,Calle Bandera 3131,CALLE BANDERA 3131,-33.44046393300847,-70.65220603930719
2026-12-03,PM,9,1,2,1583,0,22.278,1.891,5.859,935.032,cliente,Calle Bandera 9187,CALLE BANDERA 9187,-33.44046393300847,-70.65220603930719
2026-12-03,PM,9,1,3,1112,0,22.278,1.891,5.859,935.032,cliente,Av. Vicuña Mackenna 578,AV. VICUÑA MACKENNA 578,-33.4486153,-70.6317957
2026-12-03,PM,9,1,4,302,0,22.278,1.891,5.859,935.032,cliente,Av. Irarrázaval 8302,AV. IRARRÁZAVAL 8302,-33.45211752135792,-70.62996532946244
2026-12-03,PM,9,1,5,296,0,22.278,1.891,5.859,935.032,cliente,Av. Irarrázaval 640,AV. IRARRÁZAVAL 640,-33.45318911472868,-70.62371892713178
2026-12-03,PM,9,1,6,169,0,22.278,1.891,5.859,935.032,cliente,Av. Grecia 4946,AV. GRECIA 4946,-33.4685194,-70.5785103
2026-12-03,PM,9,1,7,0,1,22.278,1.891,5.859,935.032,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-04,AM,1,1,0,0,1,29.317,2.506,6.853,971.878,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-04,AM,1,1,1,1159,0,29.317,2.506,6.853,971.878,cliente,Av. Vitacura 682,AV. VITACURA 682,-33.4178672,-70.6052595
2026-12-04,AM,1,1,2,54,0,29.317,2.506,6.853,971.878,cliente,Av. Apoquindo 1827,AV. APOQUINDO 1827,-33.415432,-70.5896872
2026-12-04,AM,1,1,3,340,0,29.317,2.506,6.853,971.878,cliente,Av. Kennedy 5315,AV. KENNEDY 5315,-33.4008463,-70.5787572
2026-12-04,AM,1,1,4,344,0,29.317,2.506,6.853,971.878,cliente,Av. Kennedy 5651,AV. KENNEDY 5651,-33.3997632,-70.5757715
2026-12-04,AM,1,1,5,345,0,29.317,2.506,6.853,971.878,cliente,Av. Kennedy 5660,AV. KENNEDY 5660,-33.399406,-70.5752294
2026-12-04,AM,1,1,6,460,0,29.317,2.506,6.853,971.878,cliente,Av. Las Condes 5070,AV. LAS CONDES 5070,-33.393217,-70.544274
