fecha,ventana,cluster_id_dia,n_nodos,volumen_total_cluster_m3,peso_total_cluster_kg,num_rutas,km_totales,tiempo_solver_seg
2026-12-10,PM,18,6,8.968,1234.359,1,13.096,0.035
2026-12-10,PM,19,3,3.136,436.702,1,18.907,0.036
2026-12-10,PM,4,8,7.912,1081.484,1,24.016,0.036
2026-12-10,PM,5,5,6.212,894.269,1,28.522,0.037
2026-12-11,AM,1,7,8.305,1102.276,1,26.629,0.038
2026-12-11,AM,12,10,8.971,1279.679,1,23.011,0.039
2026-12-11,AM,14,7,8.457,1247.949,1,21.078,0.037
2026-12-11,AM,2,9,8.213,1282.216,1,28.949,0.038
2026-12-11,AM,3,7,8.503,1249.418,1,35.362,0.037
2026-12-11,AM,5,3,7.635,1090.705,1,30.131,0.035
2026-12-11,AM,6,5,8.145,1143.332,1,28.024,0.036
2026-12-11,AM,8,5,8.616,1107.363,1,38.065,0.038
2026-12-11,AM,9,7,8.508,1248.361,1,29.447,0.037
2026-12-11,PM,10,4,5.539,733.71,1,10.789,0.036
2026-12-11,PM,11,3,8.379,1055.725,1,14.946,0.037
2026-12-11,PM,13,7,8.71,1192.647,1,8.828,0.036
2026-12-11,PM,15,8,6.963,1057.447,1,8.769,0.039
2026-12-11,PM,16,4,8.163,1048.742,1,20.381,0.036
2026-12-11,PM,17,1,2.073,284.101,1,19.086,0.036
2026-12-11,PM,4,6,7.916,1176.532,1,28.937,0.035
2026-12-11,PM,7,6,5.91,817.586,1,26.909,0.04
2026-12-12,AM,1,8,6.974,1021.555,1,26.691,0.038
2026-12-12,AM,10,9,8.95,1390.609,1,31.436,0.037
2026-12-12,AM,11,15,8.177,1276.212,1,20.037,0.046
2026-12-12,AM,15,9,8.61,1219.346,1,21.239,0.038
2026-12-12,AM,2,9,8.753,1297.39,1,29.842,0.038
2026-12-12,AM,4,9,8.605,1198.712,1,27.265,0.059
2026-12-12,AM,7,8,7.801,1005.634,1,28.145,0.04
2026-12-12,AM,8,6,8.398,1287.482,1,34.184,0.035
2026-12-12,AM,9,6,8.955,1513.03,1,28.432,0.037
2026-12-12,PM,12,6,7.883,1165.167,1,22.023,0.036
2026-12-12,PM,13,5,7.696,1131.025,1,11.205,0.037
2026-12-12,PM,14,8,8.155,1174.477,1,17.705,0.036
2026-12-12,PM,16,9,8.265,1252.071,1,15.132,0.038
2026-12-12,PM,17,4,3.845,505.823,1,20.054,0.035
2026-12-12,PM,3,10,6.746,1084.749,1,35.313,0.037
2026-12-12,PM,5,7,7.785,1111.153,1,29.236,0.037
2026-12-12,PM,6,4,6.882,958.112,1,24.262,0.035
2026-12-13,AM,1,8,8.668,1271.118,1,26.742,0.037
2026-12-13,AM,10,9,7.32,1126.358,1,29.325,0.039
2026-12-13,AM,15,10,8.893,1306.91,1,17.227,0.038
2026-12-13,AM,2,9,7.117,1018.801,1,30.518,0.038
2026-12-13,AM,20,9,8.875,1396.993,1,22.101,0.037
2026-12-13,AM,3,8,8.472,1442.512,1,46.61,0.038
2026-12-13,AM,4,8,8.042,1299.779,1,27.814,0.036
2026-12-13,AM,6,10,8.846,1385.399,1,26.753,0.041
2026-12-13,AM,7,4,7.558,941.594,1,28.599,0.035
2026-12-13,AM,8,7,7.989,1215.828,1,27.686,0.036
2026-12-13,AM,9,8,8.871,1213.17,1,35.593,0.038
2026-12-13,PM,11,6,8.38,1071.275,1,19.295,0.035
2026-12-13,PM,12,6,8.975,1423.765,1,31.068,0.036
2026-12-13,PM,13,5,6.698,874.555,1,22.912,0.035
2026-12-13,PM,14,5,7.897,1046.879,1,16.598,0.036
2026-12-13,PM,16,9,8.487,1370.85,1,20.236,0.037
2026-12-13,PM,17,6,7.799,1337.52,1,15.78,0.035
2026-12-13,PM,18,8,8.611,1239.232,1,8.648,0.038
2026-12-13,PM,19,6,6.845,983.179,1,24.706,0.036
2026-12-13,PM,21,1,4.464,491.901,1,18.678,0.035
2026-12-13,PM,5,5,7.488,1026.261,1,14.975,0.034
2026-12-14,AM,1,9,7.195,996.568,1,26.626,0.038
2026-12-14,AM,10,8,8.342,1223.921,1,30.996,0.037
2026-12-14,AM,13,10,8.675,1224.937,1,23.054,0.038
2026-12-14,AM,2,9,8.857,1662.59,1,30.183,0.038
2026-12-14,AM,3,7,8.61,1093.313,1,28.059,0.037
2026-12-14,AM,4,9,8.994,1413.21,1,31.775,0.037
2026-12-14,AM,6,4,8.963,1242.253,1,27.58,0.035
2026-12-14,AM,7,8,8.802,1344.229,1,32.715,0.036
2026-12-14,AM,8,6,5.281,749.463,1,29.203,0.036
2026-12-14,AM,9,3,8.606,1089.038,1,25.035,0.034
2026-12-14,PM,11,9,7.87,1079.563,1,29.647,0.038
2026-12-14,PM,12,3,7.976,950.384,1,12.587,0.034
2026-12-14,PM,14,6,3.721,612.609,1,16.552,0.036
2026-12-14,PM,15,4,7.066,862.803,1,17.891,0.035
2026-12-14,PM,16,6,8.26,1212.812,1,15.753,0.036
2026-12-14,PM,17,7,8.11,1129.153,1,25.071,0.036
2026-12-14,PM,18,7,8.055,1234.081,1,24.696,0.038
2026-12-14,PM,19,6,6.844,1120.385,1,14.701,0.036
2026-12-14,PM,5,7,7.576,1052.138,1,27.259,0.036
2026-12-15,AM,1,9,8.518,1122.705,1,24.395,0.037
2026-12-15,AM,10,6,7.029,1001.19,1,28.617,0.035
2026-12-15,AM,11,7,8.624,1298.32,1,22.829,0.036
2026-12-15,AM,16,8,8.921,1275.542,1,15.987,0.036
2026-12-15,AM,2,3,6.814,980.977,1,28.638,0.036
2026-12-15,AM,3,5,7.274,1034.938,1,27.713,0.034
2026-12-15,AM,4,6,7.458,1065.217,1,25.039,0.036
2026-12-15,AM,5,7,8.845,1264.465,1,38.179,0.037
2026-12-15,AM,6,7,8.25,1245.367,1,34.574,0.038
2026-12-15,AM,8,6,8.527,1093.255,1,27.523,0.036
2026-12-15,AM,9,8,8.819,1304.54,1,33.222,0.036
2026-12-15,PM,12,6,5.384,765.719,1,29.99,0.035
2026-12-15,PM,13,5,8.191,1140.188,1,7.039,0.034
2026-12-15,PM,14,7,7.683,1112.111,1,16.691,0.04
2026-12-15,PM,15,6,8.629,1248.495,1,18.192,0.035
2026-12-15,PM,17,5,7.845,1177.234,1,8.73,0.035
2026-12-15,PM,18,7,7.644,1048.525,1,13.909,0.036
2026-12-15,PM,19,6,8.613,1135.384,1,14.419,0.035
2026-12-15,PM,20,6,5.513,820.154,1,20.944,0.036
2026-12-15,PM,21,1,3.713,501.092,1,12.4,0.035
2026-12-15,PM,7,6,8.6,1193.998,1,27.406,0.036
2026-12-16,AM,10,7,7.11,1088.968,1,35.239,0.036
2026-12-16,AM,11,9,7.898,1130.951,1,32.229,0.037
2026-12-16,AM,12,7,8.611,1195.826,1,31.505,0.036
2026-12-16,AM,13,13,8.437,1531.572,1,30.505,0.042
2026-12-16,AM,16,9,8.583,1307.355,1,28.502,0.039
2026-12-16,AM,17,16,8.969,1537.269,1,25.775,0.049
2026-12-16,AM,2,8,8.491,1155.372,1,29.377,0.037
2026-12-16,AM,3,7,8.922,1234.849,1,28.765,0.035
2026-12-16,AM,4,5,8.874,1145.739,1,28.109,0.036
2026-12-16,AM,7,9,8.886,1392.028,1,28.09,0.061
2026-12-16,AM,8,11,8.794,1323.433,1,34.006,0.042
2026-12-16,PM,1,4,8.855,1080.069,1,19.021,0.036
2026-12-16,PM,14,4,8.753,1204.506,1,21.278,0.038
2026-12-16,PM,15,3,6.963,1010.469,1,7.235,0.036
2026-12-16,PM,18,4,5.033,664.832,1,11.004,0.035
2026-12-16,PM,19,3,8.398,1012.154,1,7.406,0.035
2026-12-16,PM,20,7,8.769,1273.43,1,21.061,0.038
2026-12-16,PM,21,5,4.238,842.756,1,19.137,0.037
2026-12-16,PM,5,8,8.589,1204.234,1,26.0,0.04
2026-12-16,PM,6,6,7.539,1022.322,1,34.518,0.037
2026-12-16,PM,9,7,8.465,1197.433,1,30.404,0.035
2026-12-17,AM,10,7,6.861,1150.367,1,33.699,0.039
2026-12-17,AM,11,9,8.754,1250.851,1,33.205,0.037
2026-12-17,AM,14,8,8.803,1263.718,1,19.864,0.036
2026-12-17,AM,19,11,8.363,1278.584,1,26.158,0.04
2026-12-17,AM,2,8,8.94,1357.813,1,28.073,0.038
2026-12-17,AM,22,9,8.934,1264.104,1,12.024,0.04
2026-12-17,AM,3,7,8.54,1191.13,1,29.021,0.036
2026-12-17,AM,5,8,8.071,1340.92,1,38.472,0.036
2026-12-17,AM,6,10,8.654,1508.962,1,30.158,0.042
2026-12-17,AM,8,9,8.714,1354.865,1,32.472,0.038
2026-12-17,AM,9,7,7.522,1094.079,1,28.313,0.04
2026-12-17,PM,1,6,6.235,897.916,1,24.383,0.037
2026-12-17,PM,12,6,8.077,1205.885,1,10.782,0.037
2026-12-17,PM,13,3,5.746,1001.386,1,31.034,0.035
2026-12-17,PM,15,8,7.644,1266.268,1,23.548,0.036
2026-12-17,PM,16,6,8.93,1218.547,1,14.933,0.036
2026-12-17,PM,17,9,8.397,1271.111,1,16.552,0.038
2026-12-17,PM,18,7,5.8,871.377,1,18.592,0.037
2026-12-17,PM,20,4,5.893,730.971,1,8.73,0.035
2026-12-17,PM,21,6,8.935,1308.681,1,8.648,0.035
2026-12-17,PM,4,8,8.359,1211.606,1,26.788,0.036
2026-12-17,PM,7,6,8.94,1183.15,1,25.814,0.037
2026-12-18,AM,1,7,8.853,1335.127,1,26.165,0.036
2026-12-18,AM,10,13,7.843,1170.658,1,33.47,0.042
2026-12-18,AM,11,9,8.819,1384.09,1,28.45,0.038
2026-12-18,AM,12,4,7.593,982.732,1,28.613,0.036
2026-12-18,AM,13,7,8.44,1446.473,1,30.009,0.036
2026-12-18,AM,14,9,8.357,1183.989,1,28.798,0.038
2026-12-18,AM,16,4,8.371,1068.689,1,24.615,0.036
2026-12-18,AM,2,11,7.884,1263.597,1,30.653,0.042
2026-12-18,AM,26,8,8.821,1374.938,1,20.449,0.038
2026-12-18,AM,3,11,8.086,1175.218,1,31.593,0.04
2026-12-18,AM,4,8,7.881,1271.604,1,33.386,0.037
2026-12-18,AM,5,11,8.368,1366.424,1,25.743,0.042
2026-12-18,AM,6,9,8.731,1351.353,1,29.959,0.038
2026-12-18,AM,7,6,8.812,1253.497,1,30.426,0.037
2026-12-18,PM,15,2,2.763,507.167,1,7.122,0.034
2026-12-18,PM,17,6,8.086,1208.432,1,28.733,0.035
2026-12-18,PM,18,5,8.453,1216.249,1,16.87,0.038
2026-12-18,PM,19,6,6.609,917.343,1,17.239,0.037
2026-12-18,PM,20,7,8.953,1083.049,1,18.536,0.041
2026-12-18,PM,21,5,6.322,949.903,1,8.808,0.036
2026-12-18,PM,22,4,7.656,917.734,1,8.648,0.044
2026-12-18,PM,23,1,5.993,828.653,1,8.646,0.04
2026-12-18,PM,24,6,7.744,1215.436,1,7.316,0.037
2026-12-18,PM,25,4,7.17,969.781,1,15.284,0.035
2026-12-18,PM,27,4,2.726,345.67,1,19.035,0.035
2026-12-18,PM,8,6,8.161,1086.741,1,20.608,0.037
2026-12-18,PM,9,4,7.408,1082.588,1,16.394,0.034
2026-12-19,AM,10,7,8.869,1191.848,1,26.361,0.036
2026-12-19,AM,11,9,8.758,1217.196,1,28.899,0.038
2026-12-19,AM,14,8,8.476,1319.707,1,23.912,0.04
2026-12-19,AM,16,10,8.401,1298.154,1,17.341,0.041
2026-12-19,AM,18,10,8.299,1436.937,1,25.538,0.042
2026-12-19,AM,19,10,8.934,1302.377,1,24.706,0.043
2026-12-19,AM,3,4,8.233,1157.5,1,27.629,0.038
2026-12-19,AM,4,6,8.205,1086.749,1,29.352,0.036
2026-12-19,AM,8,10,8.138,1193.095,1,29.159,0.04
2026-12-19,AM,9,8,7.367,1022.703,1,33.71,0.039
2026-12-19,PM,1,5,7.363,988.525,1,18.222,0.035
2026-12-19,PM,12,5,8.17,1113.178,1,30.002,0.038
2026-12-19,PM,13,5,6.294,1028.596,1,14.879,0.035
2026-12-19,PM,15,6,8.904,1193.958,1,25.227,0.037
2026-12-19,PM,17,6,7.626,1012.685,1,14.686,0.035
2026-12-19,PM,2,2,4.277,602.752,1,24.209,0.035
2026-12-19,PM,20,10,4.703,879.835,1,19.498,0.04
2026-12-19,PM,5,5,8.259,1172.905,1,8.981,0.036
2026-12-19,PM,6,10,6.488,1069.24,1,39.921,0.04
2026-12-19,PM,7,6,8.589,1198.63,1,24.552,0.035
2026-12-20,AM,1,6,6.286,951.193,1,29.863,0.038
2026-12-20,AM,11,8,8.29,1294.632,1,27.036,0.037
2026-12-20,AM,13,13,8.626,1486.595,1,22.176,0.043
2026-12-20,AM,15,10,8.843,1297.795,1,19.511,0.04
2026-12-20,AM,4,7,8.084,1049.523,1,26.039,0.036
2026-12-20,AM,7,5,7.466,1053.008,1,33.328,0.037
2026-12-20,AM,8,7,8.941,1296.282,1,29.08,0.039
2026-12-20,AM,9,6,8.096,1204.618,1,29.661,0.036
2026-12-20,PM,10,7,8.649,1115.337,1,19.921,0.038
2026-12-20,PM,12,6,8.816,1254.286,1,7.522,0.037
2026-12-20,PM,14,9,8.988,1205.497,1,11.478,0.037
2026-12-20,PM,2,6,7.355,1126.991,1,29.043,0.036
2026-12-20,PM,3,6,8.904,1264.266,1,26.078,0.037
2026-12-20,PM,5,7,8.388,1215.957,1,30.987,0.037
2026-12-20,PM,6,9,7.484,1107.986,1,29.944,0.04
2026-12-21,AM,1,13,8.906,1355.448,1,29.879,0.044
2026-12-21,AM,10,3,7.611,922.749,1,31.684,0.038
2026-12-21,AM,11,7,8.855,1319.641,1,28.881,0.036
2026-12-21,AM,12,7,7.94,1124.116,1,29.973,0.037
2026-12-21,AM,16,10,8.869,1328.345,1,28.879,0.041
2026-12-21,AM,2,3,5.412,788.743,1,29.039,0.035
2026-12-21,AM,23,10,8.622,1597.311,1,20.611,0.039
2026-12-21,AM,3,4,7.789,922.237,1,29.837,0.038
2026-12-21,AM,6,6,8.966,1222.829,1,24.605,0.036
2026-12-21,AM,7,11,8.131,1285.998,1,37.934,0.069
2026-12-21,AM,8,11,8.769,1319.008,1,36.416,0.044
2026-12-21,AM,9,3,3.555,533.146,1,33.157,0.036
2026-12-21,PM,13,7,8.453,1335.178,1,20.339,0.036
2026-12-21,PM,14,7,8.864,1226.106,1,17.043,0.037
2026-12-21,PM,15,7,7.5,1020.895,1,16.607,0.04
2026-12-21,PM,17,7,6.999,1150.504,1,19.024,0.042
2026-12-21,PM,18,5,7.676,1009.817,1,25.572,0.036
2026-12-21,PM,19,4,6.841,891.473,1,6.294,0.036
2026-12-21,PM,20,4,8.355,1097.019,1,8.648,0.036
2026-12-21,PM,21,9,7.334,1133.471,1,24.646,0.037
2026-12-21,PM,22,7,8.785,1200.938,1,11.054,0.038
2026-12-21,PM,24,1,0.694,79.037,1,18.88,0.035
2026-12-21,PM,4,8,7.456,1134.447,1,29.02,0.039
2026-12-21,PM,5,7,8.566,1302.48,1,32.249,0.039
2026-12-22,AM,1,10,8.799,1275.071,1,30.397,0.043
2026-12-22,AM,10,8,8.742,1167.762,1,33.779,0.038
2026-12-22,AM,11,12,8.691,1442.306,1,31.527,0.041
2026-12-22,AM,12,9,8.585,1238.701,1,28.97,0.038
2026-12-22,AM,14,8,7.699,1091.86,1,25.295,0.037
2026-12-22,AM,2,11,8.18,1514.194,1,28.819,0.04
2026-12-22,AM,3,7,8.25,1266.072,1,32.416,0.037
2026-12-22,AM,4,8,7.531,1083.246,1,29.032,0.04
2026-12-22,AM,8,5,8.268,1255.579,1,29.328,0.035
2026-12-22,PM,13,8,7.243,1086.304,1,17.705,0.037
2026-12-22,PM,15,9,8.095,1098.657,1,8.776,0.04
2026-12-22,PM,16,6,6.799,1006.956,1,21.587,0.036
2026-12-22,PM,17,5,7.184,982.956,1,19.621,0.036
2026-12-22,PM,5,5,8.356,1155.666,1,17.321,0.036
2026-12-22,PM,6,3,6.097,811.576,1,14.827,0.035
2026-12-22,PM,7,3,8.791,1160.662,1,1.182,0.035
2026-12-22,PM,9,5,4.179,589.736,1,27.464,0.037
2026-12-23,AM,1,12,7.974,1215.486,1,28.203,0.046
2026-12-23,AM,10,12,8.657,1293.6,1,28.148,0.043
2026-12-23,AM,2,10,8.287,1255.116,1,29.258,0.039
2026-12-23,AM,4,9,8.385,1367.427,1,34.789,0.04
2026-12-23,AM,5,8,8.5,1226.495,1,31.935,0.038
2026-12-23,AM,6,8,8.656,1396.646,1,29.393,0.039
2026-12-23,AM,7,7,5.409,865.408,1,34.966,0.036
2026-12-23,AM,8,14,8.822,1354.575,1,28.564,0.045
2026-12-23,PM,11,9,8.528,1312.134,1,15.035,0.038
2026-12-23,PM,12,8,7.357,1135.297,1,14.681,0.037
2026-12-23,PM,13,9,8.899,1346.236,1,21.836,0.039
2026-12-23,PM,14,8,8.843,1366.388,1,11.907,0.039
2026-12-23,PM,15,5,3.889,670.388,1,19.113,0.036
2026-12-23,PM,3,6,8.522,1297.898,1,24.566,0.035
2026-12-23,PM,9,7,8.376,1408.5,1,5.332,0.042
2026-12-24,AM,1,9,8.754,1356.825,1,30.882,0.038
2026-12-24,AM,11,10,8.651,1171.052,1,18.525,0.038
2026-12-24,AM,13,13,8.461,1207.499,1,13.792,0.044
2026-12-24,AM,2,6,8.879,1370.34,1,28.124,0.036
2026-12-24,AM,3,8,8.863,1135.924,1,43.76,0.038
2026-12-24,AM,4,9,8.561,1287.951,1,31.92,0.041
2026-12-24,AM,7,9,8.004,1281.483,1,34.533,0.04
2026-12-24,PM,10,2,8.625,1048.71,1,7.522,0.036
2026-12-24,PM,12,5,8.171,943.755,1,15.688,0.037
2026-12-24,PM,14,1,2.076,346.718,1,14.272,0.035
2026-12-24,PM,5,5,6.981,957.818,1,25.876,0.037
2026-12-24,PM,6,2,7.501,941.117,1,21.134,0.035
2026-12-24,PM,8,7,7.918,1193.781,1,31.5,0.037
2026-12-24,PM,9,3,8.27,1082.299,1,10.713,0.035
2026-12-25,AM,10,7,8.632,1209.568,1,21.603,0.037
2026-12-25,AM,12,4,8.946,1247.354,1,32.972,0.035
2026-12-25,AM,13,12,7.89,1060.209,1,30.939,0.044
2026-12-25,AM,16,5,8.354,1119.686,1,21.976,0.038
2026-12-25,AM,17,10,7.302,1018.929,1,28.612,0.039
2026-12-25,AM,2,10,8.715,1253.087,1,28.756,0.039
2026-12-25,AM,21,10,8.376,1222.304,1,15.961,0.038
2026-12-25,AM,22,7,7.787,1216.563,1,21.64,0.038
2026-12-25,AM,3,14,7.638,1244.971,1,31.942,0.059
2026-12-25,AM,5,5,7.936,1236.065,1,21.397,0.038
2026-12-25,AM,8,8,8.955,1258.217,1,26.92,0.046
2026-12-25,AM,9,7,7.312,996.868,1,25.174,0.04
2026-12-25,PM,1,6,7.437,983.712,1,18.848,0.037
2026-12-25,PM,11,4,8.972,1197.993,1,29.051,0.037
2026-12-25,PM,14,4,6.015,790.15,1,5.332,0.037
2026-12-25,PM,15,2,8.542,1042.449,1,11.343,0.036
2026-12-25,PM,18,1,5.872,730.894,1,16.926,0.035
2026-12-25,PM,19,6,8.583,1216.56,1,14.692,0.037
