ruta_id,orden_visita,node_id,es_deposito,tipo,direccion_original,direccion_normalizada,lat,lon
1,26,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2,0,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2,1,659,0,cliente,Av. Mapocho 5244,AV. MAPOCHO 5244,-33.432762,-70.686501
2,2,660,0,cliente,Av. Mapocho 5324,AV. MAPOCHO 5324,-33.432762,-70.686501
2,3,661,0,cliente,Av. Mapocho 5583,AV. MAPOCHO 5583,-33.432762,-70.686501
2,4,662,0,cliente,Av. Mapocho 5663,AV. MAPOCHO 5663,-33.432762,-70.686501
2,5,663,0,cliente,Av. Mapocho 5746,AV. MAPOCHO 5746,-33.432762,-70.686501
2,6,664,0,cliente,Av. Mapocho 6168,AV. MAPOCHO 6168,-33.432762,-70.686501
2,7,665,0,cliente,Av. Mapocho 6648,AV. MAPOCHO 6648,-33.432762,-70.686501
2,8,666,0,cliente,Av. Mapocho 6728,AV. MAPOCHO 6728,-33.432762,-70.686501
2,9,667,0,cliente,Av. Mapocho 6909,AV. MAPOCHO 6909,-33.432762,-70.686501
2,10,668,0,cliente,Av. Mapocho 696,AV. MAPOCHO 696,-33.432762,-70.686501
2,11,669,0,cliente,Av. Mapocho 7470,AV. MAPOCHO 7470,-33.432762,-70.686501
2,12,670,0,cliente,Av. Mapocho 7659,AV. MAPOCHO 7659,-33.432762,-70.686501
2,13,671,0,cliente,Av. Mapocho 7680,AV. MAPOCHO 7680,-33.432762,-70.686501
2,14,672,0,cliente,Av. Mapocho 7796,AV. MAPOCHO 7796,-33.432762,-70.686501
2,15,673,0,cliente,Av. Mapocho 7833,AV. MAPOCHO 7833,-33.432762,-70.686501
2,16,674,0,cliente,Av. Mapocho 7888,AV. MAPOCHO 7888,-33.432762,-70.686501
2,17,675,0,cliente,Av. Mapocho 7956,AV. MAPOCHO 7956,-33.432762,-70.686501
2,18,676,0,cliente,Av. Mapocho 8002,AV. MAPOCHO 8002,-33.432762,-70.686501
2,19,677,0,cliente,Av. Mapocho 8056,AV. MAPOCHO 8056,-33.432762,-70.686501
2,20,678,0,cliente,Av. Mapocho 8108,AV. MAPOCHO 8108,-33.432762,-70.686501
2,21,679,0,cliente,Av. Mapocho 8970,AV. MAPOCHO 8970,-33.432762,-70.686501
2,22,681,0,cliente,Av. Mapocho 9185,AV. MAPOCHO 9185,-33.432762,-70.686501
2,23,683,0,cliente,Av. Mapocho 9365,AV. MAPOCHO 9365,-33.432762,-70.686501
2,24,684,0,cliente,Av. Mapocho 9405,AV. MAPOCHO 9405,-33.432762,-70.686501
2,25,241,0,cliente,Av. Independencia 8803,AV. INDEPENDENCIA 8803,-33.430113,-70.653323
2,26,475,0,cliente,Av. Las Condes 7304,AV. LAS CONDES 7304,-33.4036395,-70.5564408
2,27,90,0,cliente,Av. Apoquindo 7413,AV. APOQUINDO 7413,-33.408415,-70.5522854
2,28,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
3,0,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
3,1,680,0,cliente,Av. Mapocho 8992,AV. MAPOCHO 8992,-33.432762,-70.686501
3,2,682,0,cliente,Av. Mapocho 934,AV. MAPOCHO 934,-33.432762,-70.686501
3,3,685,0,cliente,Av. Mapocho 9476,AV. MAPOCHO 9476,-33.432762,-70.686501
3,4,686,0,cliente,Av. Mapocho 9524,AV. MAPOCHO 9524,-33.432762,-70.686501
3,5,687,0,cliente,Av. Mapocho 9761,AV. MAPOCHO 9761,-33.432762,-70.686501
3,6,688,0,cliente,Av. Mapocho 9885,AV. MAPOCHO 9885,-33.432762,-70.686501
3,7,646,0,cliente,Av. Mapocho 2999,AV. MAPOCHO 2999,-33.4325944,-70.6771851
3,8,644,0,cliente,Av. Mapocho 2979,AV. MAPOCHO 2979,-33.43258037959183,-70.67704056938776
3,9,645,0,cliente,Av. Mapocho 2988,AV. MAPOCHO 2988,-33.432743900000006,-70.67708009387755
3,10,642,0,cliente,Av. Mapocho 2352,AV. MAPOCHO 2352,-33.4322458,-70.6700658
3,11,648,0,cliente,Av. Mapocho 4083,AV. MAPOCHO 4083,-33.43231273781036,-70.6598401291291
3,12,639,0,cliente,Av. Mapocho 1540,AV. MAPOCHO 1540,-33.432026,-70.658283
3,13,202,0,cliente,Av. Independencia 24,AV. INDEPENDENCIA 24,-33.430113,-70.653323
3,14,224,0,cliente,Av. Independencia 6313,AV. INDEPENDENCIA 6313,-33.430113,-70.653323
3,15,225,0,cliente,Av. Independencia 6485,AV. INDEPENDENCIA 6485,-33.430113,-70.653323
3,16,227,0,cliente,Av. Independencia 6700,AV. INDEPENDENCIA 6700,-33.430113,-70.653323
3,17,229,0,cliente,Av. Independencia 7117,AV. INDEPENDENCIA 7117,-33.430113,-70.653323
3,18,230,0,cliente,Av. Independencia 7555,AV. INDEPENDENCIA 7555,-33.430113,-70.653323
3,19,128,0,cliente,Av. Departamental 5606,AV. DEPARTAMENTAL 5606,-33.5108596,-70.5755693
3,20,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
4,0,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
4,1,501,0,cliente,Av. Libertador Bernardo O Higgins 3427,AV. LIBERTADOR BERNARDO O HIGGINS 3427,-33.451359,-70.681472
4,2,502,0,cliente,Av. Libertador Bernardo O Higgins 3471,AV. LIBERTADOR BERNARDO O HIGGINS 3471,-33.4518514,-70.6826854
4,3,504,0,cliente,Av. Libertador Bernardo O Higgins 3641,AV. LIBERTADOR BERNARDO O HIGGINS 3641,-33.452382,-70.6850595
4,4,503,0,cliente,Av. Libertador Bernardo O Higgins 3609,AV. LIBERTADOR BERNARDO O HIGGINS 3609,-33.4530691,-70.6864297
4,5,505,0,cliente,Av. Libertador Bernardo O Higgins 3848,AV. LIBERTADOR BERNARDO O HIGGINS 3848,-33.4535087,-70.688332
4,6,506,0,cliente,Av. Libertador Bernardo O Higgins 3892,AV. LIBERTADOR BERNARDO O HIGGINS 3892,-33.4535654,-70.6890598
4,7,507,0,cliente,Av. Libertador Bernardo O Higgins 4013,AV. LIBERTADOR BERNARDO O HIGGINS 4013,-33.454043,-70.6911168
4,8,508,0,cliente,Av. Libertador Bernardo O Higgins 4124,AV. LIBERTADOR BERNARDO O HIGGINS 4124,-33.4541724,-70.6927106
4,9,509,0,cliente,Av. Libertador Bernardo O Higgins 4166,AV. LIBERTADOR BERNARDO O HIGGINS 4166,-33.454638,-70.692897
4,10,510,0,cliente,Av. Libertador Bernardo O Higgins 4192,AV. LIBERTADOR BERNARDO O HIGGINS 4192,-33.4545525,-70.6933263
4,11,511,0,cliente,Av. Libertador Bernardo O Higgins 4295,AV. LIBERTADOR BERNARDO O HIGGINS 4295,-33.45447485510205,-70.69459226530613
4,12,512,0,cliente,Av. Libertador Bernardo O Higgins 4401,AV. LIBERTADOR BERNARDO O HIGGINS 4401,-33.454754,-70.696201
4,13,513,0,cliente,Av. Libertador Bernardo O Higgins 4420,AV. LIBERTADOR BERNARDO O HIGGINS 4420,-33.455249,-70.6963372
4,14,515,0,cliente,Av. Libertador Bernardo O Higgins 4908,AV. LIBERTADOR BERNARDO O HIGGINS 4908,-33.4569332,-70.7035986
4,15,521,0,cliente,Av. Libertador Bernardo O Higgins 5771,AV. LIBERTADOR BERNARDO O HIGGINS 5771,-33.459352,-70.712669
4,16,782,0,cliente,Av. Pajaritos 5711,AV. PAJARITOS 5711,-33.471312525,-70.73590915833333
4,17,781,0,cliente,Av. Pajaritos 5513,AV. PAJARITOS 5513,-33.4724834,-70.7374652
4,18,780,0,cliente,Av. Pajaritos 5435,AV. PAJARITOS 5435,-33.473179228571425,-70.7378717755102
4,19,779,0,cliente,Av. Pajaritos 5193,AV. PAJARITOS 5193,-33.475885850000004,-70.73994677
4,20,776,0,cliente,Av. Pajaritos 4612,AV. PAJARITOS 4612,-33.4800914,-70.7442017
4,21,860,0,cliente,Av. Providencia 178,AV. PROVIDENCIA 178,-33.4830035967742,-70.7436999967742
4,22,783,0,cliente,Av. Pajaritos 5796,AV. PAJARITOS 5796,-33.488076083068606,-70.75138480605311
4,23,772,0,cliente,Av. Pajaritos 3788,AV. PAJARITOS 3788,-33.4915217,-70.7534013
4,24,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
5,0,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
5,1,500,0,cliente,Av. Libertador Bernardo O Higgins 3088,AV. LIBERTADOR BERNARDO O HIGGINS 3088,-33.450789724,-70.6776746
5,2,499,0,cliente,Av. Libertador Bernardo O Higgins 3074,AV. LIBERTADOR BERNARDO O HIGGINS 3074,-33.450784502,-70.67765535
5,3,498,0,cliente,Av. Libertador Bernardo O Higgins 2778,AV. LIBERTADOR BERNARDO O HIGGINS 2778,-33.45015134897959,-70.67516142040816
5,4,496,0,cliente,Av. Libertador Bernardo O Higgins 2664,AV. LIBERTADOR BERNARDO O HIGGINS 2664,-33.449687653488375,-70.67342800465116
5,5,495,0,cliente,Av. Libertador Bernardo O Higgins 2588,AV. LIBERTADOR BERNARDO O HIGGINS 2588,-33.4493354,-70.6727827
5,6,497,0,cliente,Av. Libertador Bernardo O Higgins 2693,AV. LIBERTADOR BERNARDO O HIGGINS 2693,-33.44874464457831,-70.6721693373494
5,7,516,0,cliente,Av. Libertador Bernardo O Higgins 5151,AV. LIBERTADOR BERNARDO O HIGGINS 5151,-33.448743251107814,-70.67154545028562
5,8,517,0,cliente,Av. Libertador Bernardo O Higgins 5449,AV. LIBERTADOR BERNARDO O HIGGINS 5449,-33.448743251107814,-70.67154545028562
5,9,519,0,cliente,Av. Libertador Bernardo O Higgins 5665,AV. LIBERTADOR BERNARDO O HIGGINS 5665,-33.448743251107814,-70.67154545028562
5,10,520,0,cliente,Av. Libertador Bernardo O Higgins 5746,AV. LIBERTADOR BERNARDO O HIGGINS 5746,-33.448743251107814,-70.67154545028562
5,11,524,0,cliente,Av. Libertador Bernardo O Higgins 6150,AV. LIBERTADOR BERNARDO O HIGGINS 6150,-33.448743251107814,-70.67154545028562
5,12,526,0,cliente,Av. Libertador Bernardo O Higgins 6552,AV. LIBERTADOR BERNARDO O HIGGINS 6552,-33.448743251107814,-70.67154545028562
5,13,528,0,cliente,Av. Libertador Bernardo O Higgins 7273,AV. LIBERTADOR BERNARDO O HIGGINS 7273,-33.448743251107814,-70.67154545028562
5,14,529,0,cliente,Av. Libertador Bernardo O Higgins 7547,AV. LIBERTADOR BERNARDO O HIGGINS 7547,-33.448743251107814,-70.67154545028562
5,15,531,0,cliente,Av. Libertador Bernardo O Higgins 8614,AV. LIBERTADOR BERNARDO O HIGGINS 8614,-33.448743251107814,-70.67154545028562
5,16,534,0,cliente,Av. Libertador Bernardo O Higgins 9424,AV. LIBERTADOR BERNARDO O HIGGINS 9424,-33.448743251107814,-70.67154545028562
5,17,535,0,cliente,Av. Libertador Bernardo O Higgins 9532,AV. LIBERTADOR BERNARDO O HIGGINS 9532,-33.448743251107814,-70.67154545028562
5,18,494,0,cliente,Av. Libertador Bernardo O Higgins 2384,AV. LIBERTADOR BERNARDO O HIGGINS 2384,-33.448750133333334,-70.66995333333332
5,19,491,0,cliente,Av. Libertador Bernardo O Higgins 1672,AV. LIBERTADOR BERNARDO O HIGGINS 1672,-33.44641763589743,-70.6599249948718
5,20,724,0,cliente,Av. Matta 6051,AV. MATTA 6051,-33.45799120274538,-70.64211682398948
5,21,407,0,cliente,Av. La Florida 563,AV. LA FLORIDA 563,-33.519235429031845,-70.58115079491817
5,22,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
6,0,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
6,1,493,0,cliente,Av. Libertador Bernardo O Higgins 2360,AV. LIBERTADOR BERNARDO O HIGGINS 2360,-33.448646311111105,-70.66960977777778
6,2,492,0,cliente,Av. Libertador Bernardo O Higgins 2045,AV. LIBERTADOR BERNARDO O HIGGINS 2045,-33.44654144285714,-70.66405247142858
6,3,490,0,cliente,Av. Libertador Bernardo O Higgins 1306,AV. LIBERTADOR BERNARDO O HIGGINS 1306,-33.4444833,-70.6542406
6,4,518,0,cliente,Av. Libertador Bernardo O Higgins 5480,AV. LIBERTADOR BERNARDO O HIGGINS 5480,-33.44378662227161,-70.65086273448715
6,5,522,0,cliente,Av. Libertador Bernardo O Higgins 5819,AV. LIBERTADOR BERNARDO O HIGGINS 5819,-33.44378662227161,-70.65086273448715
6,6,523,0,cliente,Av. Libertador Bernardo O Higgins 5990,AV. LIBERTADOR BERNARDO O HIGGINS 5990,-33.44378662227161,-70.65086273448715
6,7,527,0,cliente,Av. Libertador Bernardo O Higgins 6740,AV. LIBERTADOR BERNARDO O HIGGINS 6740,-33.44378662227161,-70.65086273448715
6,8,530,0,cliente,Av. Libertador Bernardo O Higgins 7790,AV. LIBERTADOR BERNARDO O HIGGINS 7790,-33.44378662227161,-70.65086273448715
6,9,532,0,cliente,Av. Libertador Bernardo O Higgins 8781,AV. LIBERTADOR BERNARDO O HIGGINS 8781,-33.44378662227161,-70.65086273448715
6,10,533,0,cliente,Av. Libertador Bernardo O Higgins 8974,AV. LIBERTADOR BERNARDO O HIGGINS 8974,-33.44378662227161,-70.65086273448715
6,11,536,0,cliente,Av. Libertador Bernardo O Higgins 9819,AV. LIBERTADOR BERNARDO O HIGGINS 9819,-33.44378662227161,-70.65086273448715
6,12,537,0,cliente,Av. Libertador Bernardo O Higgins 9834,AV. LIBERTADOR BERNARDO O HIGGINS 9834,-33.44378662227161,-70.65086273448715
6,13,489,0,cliente,Av. Libertador Bernardo O Higgins 1045,AV. LIBERTADOR BERNARDO O HIGGINS 1045,-33.4435471,-70.65090525
6,14,514,0,cliente,Av. Libertador Bernardo O Higgins 484,AV. LIBERTADOR BERNARDO O HIGGINS 484,-33.44204588717949,-70.6430429974359
6,15,973,0,cliente,Av. Santa Rosa 373,AV. SANTA ROSA 373,-33.449151708,-70.64489707999999
6,16,995,0,cliente,Av. Santa Rosa 672,AV. SANTA ROSA 672,-33.45278785714286,-70.6440077
6,17,961,0,cliente,Av. Santa Rosa 1012,AV. SANTA ROSA 1012,-33.4575059,-70.643308975
6,18,962,0,cliente,Av. Santa Rosa 1070,AV. SANTA ROSA 1070,-33.457879516666665,-70.64324843749999
6,19,692,0,cliente,Av. Matta 1637,AV. MATTA 1637,-33.45799120274538,-70.64211682398948
6,20,706,0,cliente,Av. Matta 3621,AV. MATTA 3621,-33.45799120274538,-70.64211682398948
6,21,707,0,cliente,Av. Matta 3990,AV. MATTA 3990,-33.45799120274538,-70.64211682398948
6,22,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
7,0,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
7,1,223,0,cliente,Av. Independencia 606,AV. INDEPENDENCIA 606,-33.4241184,-70.6551912
7,2,218,0,cliente,Av. Independencia 492,AV. INDEPENDENCIA 492,-33.42550395,-70.6545038125
7,3,213,0,cliente,Av. Independencia 398,AV. INDEPENDENCIA 398,-33.4266202,-70.65417951818182
7,4,207,0,cliente,Av. Independencia 277,AV. INDEPENDENCIA 277,-33.428542485106384,-70.65369129574468
7,5,206,0,cliente,Av. Independencia 275,AV. INDEPENDENCIA 275,-33.42856321702128,-70.65368501914894
7,6,228,0,cliente,Av. Independencia 6848,AV. INDEPENDENCIA 6848,-33.430113,-70.653323
7,7,231,0,cliente,Av. Independencia 7595,AV. INDEPENDENCIA 7595,-33.430113,-70.653323
7,8,233,0,cliente,Av. Independencia 8025,AV. INDEPENDENCIA 8025,-33.430113,-70.653323
7,9,234,0,cliente,Av. Independencia 8062,AV. INDEPENDENCIA 8062,-33.430113,-70.653323
7,10,235,0,cliente,Av. Independencia 8147,AV. INDEPENDENCIA 8147,-33.430113,-70.653323
7,11,237,0,cliente,Av. Independencia 8328,AV. INDEPENDENCIA 8328,-33.430113,-70.653323
7,12,238,0,cliente,Av. Independencia 8409,AV. INDEPENDENCIA 8409,-33.430113,-70.653323
7,13,239,0,cliente,Av. Independencia 8549,AV. INDEPENDENCIA 8549,-33.430113,-70.653323
7,14,242,0,cliente,Av. Independencia 8882,AV. INDEPENDENCIA 8882,-33.430113,-70.653323
7,15,243,0,cliente,Av. Independencia 8901,AV. INDEPENDENCIA 8901,-33.430113,-70.653323
7,16,244,0,cliente,Av. Independencia 8976,AV. INDEPENDENCIA 8976,-33.430113,-70.653323
7,17,245,0,cliente,Av. Independencia 9028,AV. INDEPENDENCIA 9028,-33.430113,-70.653323
7,18,246,0,cliente,Av. Independencia 9113,AV. INDEPENDENCIA 9113,-33.430113,-70.653323
7,19,248,0,cliente,Av. Independencia 9222,AV. INDEPENDENCIA 9222,-33.430113,-70.653323
7,20,249,0,cliente,Av. Independencia 9295,AV. INDEPENDENCIA 9295,-33.430113,-70.653323
7,21,250,0,cliente,Av. Independencia 9382,AV. INDEPENDENCIA 9382,-33.430113,-70.653323
7,22,252,0,cliente,Av. Independencia 9638,AV. INDEPENDENCIA 9638,-33.430113,-70.653323
7,23,924,0,cliente,Av. Recoleta 33,AV. RECOLETA 33,-33.431874,-70.647723
7,24,931,0,cliente,Av. Recoleta 4185,AV. RECOLETA 4185,-33.431874,-70.647723
7,25,932,0,cliente,Av. Recoleta 4198,AV. RECOLETA 4198,-33.431874,-70.647723
7,26,933,0,cliente,Av. Recoleta 4217,AV. RECOLETA 4217,-33.431874,-70.647723
7,27,934,0,cliente,Av. Recoleta 4309,AV. RECOLETA 4309,-33.431874,-70.647723
7,28,951,0,cliente,Av. Recoleta 7823,AV. RECOLETA 7823,-33.431874,-70.647723
7,29,952,0,cliente,Av. Recoleta 8352,AV. RECOLETA 8352,-33.431874,-70.647723
7,30,957,0,cliente,Av. Recoleta 9615,AV. RECOLETA 9615,-33.431874,-70.647723
7,31,939,0,cliente,Av. Recoleta 514,AV. RECOLETA 514,-33.4269572,-70.6462633
7,32,251,0,cliente,Av. Independencia 952,AV. INDEPENDENCIA 952,-33.420043,-70.6560307
7,33,915,0,cliente,Av. Recoleta 1579,AV. RECOLETA 1579,-33.4143062,-70.643565
7,34,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
8,0,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
8,1,236,0,cliente,Av. Independencia 822,AV. INDEPENDENCIA 822,-33.4218466,-70.6554525
8,2,247,0,cliente,Av. Independencia 912,AV. INDEPENDENCIA 912,-33.420777,-70.6556571
8,3,198,0,cliente,Av. Independencia 1274,AV. INDEPENDENCIA 1274,-33.411545295918366,-70.65735260000001
8,4,199,0,cliente,Av. Independencia 1993,AV. INDEPENDENCIA 1993,-33.408382,-70.660291
8,5,200,0,cliente,Av. Independencia 2139,AV. INDEPENDENCIA 2139,-33.4076246,-70.6608615
8,6,201,0,cliente,Av. Independencia 2203,AV. INDEPENDENCIA 2203,-33.4064031,-70.6612946
8,7,205,0,cliente,Av. Independencia 2471,AV. INDEPENDENCIA 2471,-33.4034283027027,-70.6635203054054
8,8,203,0,cliente,Av. Independencia 2414,AV. INDEPENDENCIA 2414,-33.403366322222226,-70.66393422777777
8,9,204,0,cliente,Av. Independencia 2430,AV. INDEPENDENCIA 2430,-33.40334164074074,-70.66395637592592
8,10,208,0,cliente,Av. Independencia 2872,AV. INDEPENDENCIA 2872,-33.40040403255814,-70.66687760930232
8,11,209,0,cliente,Av. Independencia 3044,AV. INDEPENDENCIA 3044,-33.399487,-70.6675847
8,12,210,0,cliente,Av. Independencia 3560,AV. INDEPENDENCIA 3560,-33.39590682857143,-70.67180119795918
8,13,211,0,cliente,Av. Independencia 3693,AV. INDEPENDENCIA 3693,-33.394726799999994,-70.67248972653061
8,14,212,0,cliente,Av. Independencia 3951,AV. INDEPENDENCIA 3951,-33.39192832173913,-70.67423462608696
8,15,214,0,cliente,Av. Independencia 4412,AV. INDEPENDENCIA 4412,-33.387420992857145,-70.67803106428572
8,16,215,0,cliente,Av. Independencia 4637,AV. INDEPENDENCIA 4637,-33.38621719285714,-70.67873796428572
8,17,217,0,cliente,Av. Independencia 4810,AV. INDEPENDENCIA 4810,-33.385127250000004,-70.68005207307692
8,18,216,0,cliente,Av. Independencia 4789,AV. INDEPENDENCIA 4789,-33.384867033333336,-70.67986276666667
8,19,219,0,cliente,Av. Independencia 5061,AV. INDEPENDENCIA 5061,-33.382323505555554,-70.68197313611111
8,20,220,0,cliente,Av. Independencia 5446,AV. INDEPENDENCIA 5446,-33.37787285555556,-70.68398367333333
8,21,221,0,cliente,Av. Independencia 5913,AV. INDEPENDENCIA 5913,-33.3713983516129,-70.68744
8,22,222,0,cliente,Av. Independencia 5956,AV. INDEPENDENCIA 5956,-33.370454300000006,-70.68843104999999
8,23,935,0,cliente,Av. Recoleta 4446,AV. RECOLETA 4446,-33.3815223,-70.6398516
8,24,923,0,cliente,Av. Recoleta 3262,AV. RECOLETA 3262,-33.3962596,-70.6426442
8,25,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
9,0,0,1,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
9,1,926,0,cliente,Av. Recoleta 3473,AV. RECOLETA 3473,-33.3936143,-70.6425489
9,2,916,0,cliente,Av. Recoleta 1611,AV. RECOLETA 1611,-33.4137902,-70.6435274
9,3,914,0,cliente,Av. Recoleta 1288,AV. RECOLETA 1288,-33.4179534,-70.6437894
9,4,958,0,cliente,Av. Recoleta 978,AV. RECOLETA 978,-33.4208542,-70.6444263
9,5,946,0,cliente,Av. Recoleta 598,AV. RECOLETA 598,-33.4257593,-70.6459214
9,6,940,0,cliente,Av. Recoleta 532,AV. RECOLETA 532,-33.4261221,-70.6460264
9,7,937,0,cliente,Av. Recoleta 489,AV. RECOLETA 489,-33.4272638,-70.6463437
9,8,960,0,cliente,Av. Recoleta 9981,AV. RECOLETA 9981,-33.431874,-70.647723
9,9,959,0,cliente,Av. Recoleta 9915,AV. RECOLETA 9915,-33.431874,-70.647723
