fecha,ventana,cluster_id_dia,ruta_id,orden_visita,node_id,es_deposito,km_ruta,tiempo_total_h,volumen_ruta_m3,peso_ruta_kg,tipo,direccion_original,direccion_normalizada,lat,lon
2026-12-03,AM,2,1,6,112,0,44.343,3.643,8.864,1491.308,cliente,Av. Departamental 2287,AV. DEPARTAMENTAL 2287,-33.49774282013423,-70.67137071879195
2026-12-03,AM,2,1,7,2052,0,44.343,3.643,8.864,1491.308,cliente,Calle San Diego 6019,CALLE SAN DIEGO 6019,-33.46971150355578,-70.64855318455172
2026-12-03,AM,2,1,8,1479,0,44.343,3.643,8.864,1491.308,cliente,Calle Arturo Prat 1187,CALLE ARTURO PRAT 1187,-33.460701875000005,-70.6473110625
2026-12-03,AM,2,1,9,988,0,44.343,3.643,8.864,1491.308,cliente,Av. Santa Rosa 5626,AV. SANTA ROSA 5626,-33.470603450000006,-70.6422032
2026-12-03,AM,2,1,10,1124,0,44.343,3.643,8.864,1491.308,cliente,Av. Vicuña Mackenna 8405,AV. VICUÑA MACKENNA 8405,-33.53269003199999,-70.59448258
2026-12-03,AM,2,1,11,0,1,44.343,3.643,8.864,1491.308,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,2,2,0,0,1,29.352,1.674,8.655,1158.281,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,2,2,1,2068,0,29.352,1.674,8.655,1158.281,cliente,Calle San Diego 9161,CALLE SAN DIEGO 9161,-33.46971150355578,-70.64855318455172
2026-12-03,AM,2,2,2,1491,0,29.352,1.674,8.655,1158.281,cliente,Calle Arturo Prat 2589,CALLE ARTURO PRAT 2589,-33.49913642756964,-70.72387225161702
2026-12-03,AM,2,2,3,744,0,29.352,1.674,8.655,1158.281,cliente,Av. Pajaritos 1016,AV. PAJARITOS 1016,-33.5179575,-70.7573922
2026-12-03,AM,2,2,4,0,1,29.352,1.674,8.655,1158.281,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,2,3,0,0,1,38.61,2.211,7.123,1054.478,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,2,3,1,1257,0,38.61,2.211,7.123,1054.478,cliente,Avenida La Florida 3026,AVENIDA LA FLORIDA 3026,-33.5158876737604,-70.58408346247862
2026-12-03,AM,2,3,2,380,0,38.61,2.211,7.123,1054.478,cliente,Av. La Florida 1002,AV. LA FLORIDA 1002,-33.519235429031845,-70.58115079491817
2026-12-03,AM,2,3,3,386,0,38.61,2.211,7.123,1054.478,cliente,Av. La Florida 2133,AV. LA FLORIDA 2133,-33.519235429031845,-70.58115079491817
2026-12-03,AM,2,3,4,2205,0,38.61,2.211,7.123,1054.478,cliente,Gran Avenida José Miguel Carrera 1084,GRAN AVENIDA JOSÉ MIGUEL CARRERA 1084,-33.5575823,-70.6779859
2026-12-03,AM,2,3,5,0,1,38.61,2.211,7.123,1054.478,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,2,4,0,0,1,29.148,1.333,4.239,505.552,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,2,4,1,418,0,29.148,1.333,4.239,505.552,cliente,Av. La Florida 7678,AV. LA FLORIDA 7678,-33.5223756,-70.5788854
2026-12-03,AM,2,4,2,0,1,29.148,1.333,4.239,505.552,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,3,1,0,0,1,13.287,2.198,8.812,1322.543,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,3,1,1,1593,0,13.287,2.198,8.812,1322.543,cliente,Calle Catedral 2615,CALLE CATEDRAL 2615,-33.4394687125,-70.67269285
2026-12-03,AM,3,1,2,1630,0,13.287,2.198,8.812,1322.543,cliente,Calle Catedral 9181,CALLE CATEDRAL 9181,-33.438738201983064,-70.66443720992424
2026-12-03,AM,3,1,3,1661,0,13.287,2.198,8.812,1322.543,cliente,Calle Compañía de Jesús 5241,CALLE COMPAÑÍA DE JESÚS 5241,-33.439644149230105,-70.66251983715254
2026-12-03,AM,3,1,4,536,0,13.287,2.198,8.812,1322.543,cliente,Av. Libertador Bernardo O Higgins 9819,AV. LIBERTADOR BERNARDO O HIGGINS 9819,-33.44378662227161,-70.65086273448715
2026-12-03,AM,3,1,5,1483,0,13.287,2.198,8.812,1322.543,cliente,Calle Arturo Prat 175,CALLE ARTURO PRAT 175,-33.44686055,-70.64992026
2026-12-03,AM,3,1,6,1508,0,13.287,2.198,8.812,1322.543,cliente,Calle Arturo Prat 4852,CALLE ARTURO PRAT 4852,-33.452475519393765,-70.64863131734094
2026-12-03,AM,3,1,7,712,0,13.287,2.198,8.812,1322.543,cliente,Av. Matta 4672,AV. MATTA 4672,-33.45799120274538,-70.64211682398948
2026-12-03,AM,3,1,8,742,0,13.287,2.198,8.812,1322.543,cliente,Av. Matta 9543,AV. MATTA 9543,-33.45799120274538,-70.64211682398948
2026-12-03,AM,3,1,9,297,0,13.287,2.198,8.812,1322.543,cliente,Av. Irarrázaval 6780,AV. IRARRÁZAVAL 6780,-33.45211752135792,-70.62996532946244
2026-12-03,AM,3,1,10,1112,0,13.287,2.198,8.812,1322.543,cliente,Av. Vicuña Mackenna 578,AV. VICUÑA MACKENNA 578,-33.4486153,-70.6317957
2026-12-03,AM,3,1,11,0,1,13.287,2.198,8.812,1322.543,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,3,2,0,0,1,28.873,2.155,8.424,1297.601,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,3,2,1,302,0,28.873,2.155,8.424,1297.601,cliente,Av. Irarrázaval 8302,AV. IRARRÁZAVAL 8302,-33.45211752135792,-70.62996532946244
2026-12-03,AM,3,2,2,296,0,28.873,2.155,8.424,1297.601,cliente,Av. Irarrázaval 640,AV. IRARRÁZAVAL 640,-33.45318911472868,-70.62371892713178
2026-12-03,AM,3,2,3,828,0,28.873,2.155,8.424,1297.601,cliente,Av. Pedro de Valdivia 4433,AV. PEDRO DE VALDIVIA 4433,-33.463943688,-70.606522622
2026-12-03,AM,3,2,4,546,0,28.873,2.155,8.424,1297.601,cliente,Av. Macul 2508,AV. MACUL 2508,-33.47767395176471,-70.59879762117647
2026-12-03,AM,3,2,5,1180,0,28.873,2.155,8.424,1297.601,cliente,Avenida Américo Vespucio 2389,AVENIDA AMÉRICO VESPUCIO 2389,-33.476078076363635,-70.57821195272727
2026-12-03,AM,3,2,6,1076,0,28.873,2.155,8.424,1297.601,cliente,Av. Tobalaba 9986,AV. TOBALABA 9986,-33.4912094,-70.556329
2026-12-03,AM,3,2,7,0,1,28.873,2.155,8.424,1297.601,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,3,3,0,0,1,30.682,1.561,1.433,210.981,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,AM,3,3,1,569,0,30.682,1.561,1.433,210.981,cliente,Av. Macul 7795,AV. MACUL 7795,-33.49707804581206,-70.59790889427815
2026-12-03,AM,3,3,2,1052,0,30.682,1.561,1.433,210.981,cliente,Av. Tobalaba 5892,AV. TOBALABA 5892,-33.5145717,-70.5596454
2026-12-03,AM,3,3,3,0,1,30.682,1.561,1.433,210.981,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,4,1,0,0,1,17.258,3.03,8.679,1337.417,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,4,1,1,1939,0,17.258,3.03,8.679,1337.417,cliente,Calle Morandé 6751,CALLE MORANDÉ 6751,-33.43452185756808,-70.65443829443069
2026-12-03,PM,4,1,2,1924,0,17.258,3.03,8.679,1337.417,cliente,Calle Morandé 3761,CALLE MORANDÉ 3761,-33.43452185756808,-70.65443829443069
2026-12-03,PM,4,1,3,2177,0,17.258,3.03,8.679,1337.417,cliente,Calle Teatinos 7628,CALLE TEATINOS 7628,-33.436656955578805,-70.65568127045138
2026-12-03,PM,4,1,4,2166,0,17.258,3.03,8.679,1337.417,cliente,Calle Teatinos 6266,CALLE TEATINOS 6266,-33.436656955578805,-70.65568127045138
2026-12-03,PM,4,1,5,2160,0,17.258,3.03,8.679,1337.417,cliente,Calle Teatinos 5180,CALLE TEATINOS 5180,-33.436656955578805,-70.65568127045138
2026-12-03,PM,4,1,6,2158,0,17.258,3.03,8.679,1337.417,cliente,Calle Teatinos 4659,CALLE TEATINOS 4659,-33.436656955578805,-70.65568127045138
2026-12-03,PM,4,1,7,1549,0,17.258,3.03,8.679,1337.417,cliente,Calle Bandera 3131,CALLE BANDERA 3131,-33.44046393300847,-70.65220603930719
2026-12-03,PM,4,1,8,1583,0,17.258,3.03,8.679,1337.417,cliente,Calle Bandera 9187,CALLE BANDERA 9187,-33.44046393300847,-70.65220603930719
2026-12-03,PM,4,1,9,1744,0,17.258,3.03,8.679,1337.417,cliente,Calle Estado 8684,CALLE ESTADO 8684,-33.43949515564987,-70.64953513821996
2026-12-03,PM,4,1,10,1871,0,17.258,3.03,8.679,1337.417,cliente,Calle Monjitas 4798,CALLE MONJITAS 4798,-33.436639090107406,-70.64200400967839
2026-12-03,PM,4,1,11,1834,0,17.258,3.03,8.679,1337.417,cliente,Calle Merced 6576,CALLE MERCED 6576,-33.43731790255185,-70.64174538474282
2026-12-03,PM,4,1,12,610,0,17.258,3.03,8.679,1337.417,cliente,Av. Manuel Montt 5734,AV. MANUEL MONTT 5734,-33.450409379191655,-70.61310094459272
2026-12-03,PM,4,1,13,258,0,17.258,3.03,8.679,1337.417,cliente,Av. Irarrázaval 2033,AV. IRARRÁZAVAL 2033,-33.453654,-70.6098817
2026-12-03,PM,4,1,14,843,0,17.258,3.03,8.679,1337.417,cliente,Av. Pedro de Valdivia 8264,AV. PEDRO DE VALDIVIA 8264,-33.446682,-70.605953
2026-12-03,PM,4,1,15,0,1,17.258,3.03,8.679,1337.417,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,4,2,0,0,1,22.715,1.409,5.565,753.462,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,4,2,1,594,0,22.715,1.409,5.565,753.462,cliente,Av. Manuel Montt 3031,AV. MANUEL MONTT 3031,-33.450409379191655,-70.61310094459272
2026-12-03,PM,4,2,2,845,0,22.715,1.409,5.565,753.462,cliente,Av. Pedro de Valdivia 8517,AV. PEDRO DE VALDIVIA 8517,-33.446682,-70.605953
2026-12-03,PM,4,2,3,169,0,22.715,1.409,5.565,753.462,cliente,Av. Grecia 4946,AV. GRECIA 4946,-33.4685194,-70.5785103
2026-12-03,PM,4,2,4,0,1,22.715,1.409,5.565,753.462,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,4,3,0,0,1,27.45,1.265,3.859,488.323,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,4,3,1,187,0,27.45,1.265,3.859,488.323,cliente,Av. Grecia 7712,AV. GRECIA 7712,-33.474217767999995,-70.55036291280001
2026-12-03,PM,4,3,2,0,1,27.45,1.265,3.859,488.323,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,5,1,0,0,1,13.012,2.354,8.929,1378.869,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,5,1,1,2191,0,13.012,2.354,8.929,1378.869,cliente,Calle Teatinos 975,CALLE TEATINOS 975,-33.432789157777776,-70.65576433999999
2026-12-03,PM,5,1,2,1968,0,13.012,2.354,8.929,1378.869,cliente,Calle San Antonio 2631,CALLE SAN ANTONIO 2631,-33.43487534738776,-70.64887247008978
2026-12-03,PM,5,1,3,1970,0,13.012,2.354,8.929,1378.869,cliente,Calle San Antonio 2929,CALLE SAN ANTONIO 2929,-33.43487534738776,-70.64887247008978
2026-12-03,PM,5,1,4,1991,0,13.012,2.354,8.929,1378.869,cliente,Calle San Antonio 6514,CALLE SAN ANTONIO 6514,-33.43487534738776,-70.64887247008978
2026-12-03,PM,5,1,5,1999,0,13.012,2.354,8.929,1378.869,cliente,Calle San Antonio 7911,CALLE SAN ANTONIO 7911,-33.43487534738776,-70.64887247008978
2026-12-03,PM,5,1,6,2003,0,13.012,2.354,8.929,1378.869,cliente,Calle San Antonio 8832,CALLE SAN ANTONIO 8832,-33.43487534738776,-70.64887247008978
2026-12-03,PM,5,1,7,2009,0,13.012,2.354,8.929,1378.869,cliente,Calle San Antonio 9379,CALLE SAN ANTONIO 9379,-33.43487534738776,-70.64887247008978
2026-12-03,PM,5,1,8,1891,0,13.012,2.354,8.929,1378.869,cliente,Calle Monjitas 7974,CALLE MONJITAS 7974,-33.436639090107406,-70.64200400967839
2026-12-03,PM,5,1,9,878,0,13.012,2.354,8.929,1378.869,cliente,Av. Providencia 4275,AV. PROVIDENCIA 4275,-33.435086638100124,-70.62889344723304
2026-12-03,PM,5,1,10,886,0,13.012,2.354,8.929,1378.869,cliente,Av. Providencia 4727,AV. PROVIDENCIA 4727,-33.435086638100124,-70.62889344723304
2026-12-03,PM,5,1,11,596,0,13.012,2.354,8.929,1378.869,cliente,Av. Manuel Montt 401,AV. MANUEL MONTT 401,-33.432091364,-70.618345204
2026-12-03,PM,5,1,12,0,1,13.012,2.354,8.929,1378.869,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,5,2,0,0,1,19.026,0.928,2.163,238.139,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-03,PM,5,2,1,1034,0,19.026,0.928,2.163,238.139,cliente,Av. Tobalaba 3402,AV. TOBALABA 3402,-33.4315625,-70.5848894
2026-12-03,PM,5,2,2,0,1,19.026,0.928,2.163,238.139,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-04,AM,2,1,0,0,1,19.346,2.441,8.873,1249.646,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-04,AM,2,1,1,637,0,19.346,2.441,8.873,1249.646,cliente,Av. Mapocho 1404,AV. MAPOCHO 1404,-33.432762,-70.686501
2026-12-04,AM,2,1,2,659,0,19.346,2.441,8.873,1249.646,cliente,Av. Mapocho 5244,AV. MAPOCHO 5244,-33.432762,-70.686501
